seed,fold,test_event,model,feature_seconds,assembly_seconds,model_seconds,postprocess_seconds,total_correction_seconds,raw_below_clip_count,raw_above_clip_count,depth_clamped_count,active_value_count,depth_clamped_pct,surface_runtime_s,coupled_runtime_s,surface_plus_correction_seconds,speedup_vs_coupled
1907,0,event1,dynamic_no_prior,2.5674255992053077,0.39592180005274713,16.5292567005381,0.23430950019974262,19.72944549995009,0,0,361888,7597944,4.76297271998846,310.5042543411255,3848.8435003757477,330.2336998410756,11.654908333789063
1907,0,event1,hybrid_dynamic,2.6828225012868643,0.8654781995574012,18.735989400418475,0.25759809953160584,22.544421900063753,0,0,138708,7597944,1.825599135766202,310.5042543411255,3848.8435003757477,333.04867624118924,11.556399334217646
1907,0,event1,hybrid_mask,2.6442315995227545,1.369860800798051,19.797097699833103,0.2442064993083477,24.058043600060046,0,0,164590,7597944,2.166243920723817,310.5042543411255,3848.8435003757477,334.56229794118553,11.504116046729079
1907,0,event1,hybrid_hydraulic,2.609304600744508,1.1418675991008058,19.20635280024726,0.2397552999900654,23.1999423999805,0,0,234072,7597944,3.080728154879794,310.5042543411255,3848.8435003757477,333.704196741106,11.533698221247583
1907,0,event1,hybrid_all,2.5987980999052525,1.6786990007385612,19.660207399982028,0.2341092003043741,24.174440799979493,0,0,173127,7597944,2.278603264251487,310.5042543411255,3848.8435003757477,334.678695141105,11.500115054389775
1907,1,event20,dynamic_no_prior,2.4306286002974957,0.3747352999635041,15.216237499960698,0.22624709899537265,18.25008359993808,0,0,264084,7597944,3.475729750048171,310.54146242141724,3424.1716029644012,328.7915460213553,10.414414982379133
1907,1,event20,hybrid_dynamic,2.3394277015468106,0.7293770989635959,17.08734879968688,0.21094350039493293,20.36941519996617,0,0,181154,7597944,2.384250265598167,310.54146242141724,3424.1716029644012,330.9108776213834,10.34771545613021
1907,1,event20,hybrid_mask,2.267976399278268,1.1957454989897087,17.0680575001752,0.20284010039176792,20.73698509996757,0,0,183278,7597944,2.412205196563702,310.54146242141724,3424.1716029644012,331.2784475213848,10.336234151614596
1907,1,event20,hybrid_hydraulic,2.3518544990802184,1.013136601424776,17.42114670027513,0.2173773990944028,21.00598719995469,0,0,172620,7597944,2.2719304064362675,310.54146242141724,3424.1716029644012,331.5474496213719,10.327847814467626
1907,1,event20,hybrid_all,2.403827398782596,1.556012699380517,18.518625600729138,0.22507299901917577,22.706020300043747,0,0,198782,7597944,2.6162603988657986,310.54146242141724,3424.1716029644012,333.247482721461,10.27516119552037
1907,2,event65,dynamic_no_prior,2.358808500226587,0.36119970050640404,15.162653698236682,0.22126800136175007,18.10628629999701,0,0,183425,7597944,2.4141399304864577,312.9723401069641,4303.066854000092,331.0786264069611,12.997114615036402
1907,2,event65,hybrid_dynamic,2.406373198493384,0.7235607005422935,17.856691899127327,0.22879150067456067,21.217784699983895,0,0,114953,7597944,1.5129487661398926,312.9723401069641,4303.066854000092,334.190124806948,12.87610415324465
1907,2,event65,hybrid_mask,2.3347676993580535,1.1986250998452306,17.957853800151497,0.21177629940211773,21.705454099923372,0,0,137021,7597944,1.8033957607479076,312.9723401069641,4303.066854000092,334.6777942068875,12.857341982300948
1907,2,event65,hybrid_hydraulic,2.3151418999768794,1.0071283002616838,17.670825599925593,0.2101330995792523,21.205577400047332,0,0,136891,7597944,1.801684771564518,312.9723401069641,4303.066854000092,334.17791750701144,12.876574508876123
1907,2,event65,hybrid_all,2.35878590028733,1.5256269994424656,18.6284596985206,0.22399320057593286,22.739324600086547,0,0,146876,7597944,1.933101902304097,312.9723401069641,4303.066854000092,335.71166470705066,12.817746019504689
1907,3,event66,dynamic_no_prior,2.315713999676518,0.36493569938465953,15.03917740052566,0.21376039984170347,17.93580579990521,0,0,233208,7597944,3.0693566575378814,311.7335705757141,4001.310927629471,329.6693763756193,12.137344910891722
1907,3,event66,hybrid_dynamic,2.3165442001773044,0.7140770019032061,16.83839319879189,0.2079785002861172,20.079221299965866,0,0,116182,7597944,1.529124194650553,311.7335705757141,4001.310927629471,331.81279187568,12.058941142717122
1907,3,event66,hybrid_mask,2.291207398637198,1.1828756004106253,17.369903499493375,0.2099475001450628,21.056164500070736,0,0,124866,7597944,1.643418272100979,311.7335705757141,4001.310927629471,332.78973507578485,12.02354071022734
1907,3,event66,hybrid_hydraulic,2.312866100925021,1.027416798984632,17.146647800458595,0.20975029945839196,20.698967600008473,0,0,116340,7597944,1.531203704581134,311.7335705757141,4001.310927629471,332.4325381757226,12.036459937367482
1907,3,event66,hybrid_all,2.2847096995683387,1.468994099763222,17.476122599677183,0.2097009994322434,21.44180609995965,0,0,135811,7597944,1.7874703998871273,311.7335705757141,4001.310927629471,333.17537667567376,12.00962378298594
1907,4,event67,dynamic_no_prior,2.3323733010329306,0.36616009927820414,15.591933200135827,0.21082329913042486,18.50344249990303,0,0,276606,7597944,3.640537492774361,247.85360074043274,3728.8287467956543,266.35704324033577,13.99936228992866
1907,4,event67,hybrid_dynamic,2.2890278993872926,0.706185198854655,16.986752401455306,0.21067799942102283,20.19486709998455,0,0,56682,7597944,0.7460176068683844,247.85360074043274,3728.8287467956543,268.0484678404173,13.91102428914316
1907,4,event67,hybrid_mask,2.2761605989653617,1.1844174014404416,17.460684199118987,0.21193570049945265,21.135536000016145,0,0,89893,7597944,1.1831226974034028,247.85360074043274,3728.8287467956543,268.9891367404489,13.862376718929172
1907,4,event67,hybrid_hydraulic,2.3332627990748733,1.003103400580585,17.530652700457722,0.2189913985785097,21.088330600061454,0,0,93524,7597944,1.2309119414410004,247.85360074043274,3728.8287467956543,268.9419313404942,13.864809879998843
1907,4,event67,hybrid_all,2.2792625011643395,1.469165399321355,17.685817199759185,0.21302180050406605,21.64955099998042,0,0,92300,7597944,1.2148023202066243,247.85360074043274,3728.8287467956543,269.50315174041316,13.835937437894165
1907,5,event68,dynamic_no_prior,2.270895800786093,0.35858030046802014,15.159053900279105,0.21080630144570023,18.001480099977925,0,0,239888,7597944,3.1572751786535935,205.01706075668335,4486.672295093536,223.01854085666128,20.117934041982704
1907,5,event68,hybrid_dynamic,2.2764794004615396,0.7143376988824457,17.017493798863143,0.20837160130031407,20.218858500011265,0,0,101142,7597944,1.3311759075876315,205.01706075668335,4486.672295093536,225.23591925669461,19.91987916447825
1907,5,event68,hybrid_mask,2.299516799976118,1.199206700664945,17.64940020046197,0.21174980036448687,21.36213779996615,0,0,155325,7597944,2.044303037769165,205.01706075668335,4486.672295093536,226.3791985566495,19.819278112563794
1907,5,event68,hybrid_hydraulic,2.3508657006314024,1.0260618985630572,17.799482699949294,0.221960200346075,21.40077230008319,0,0,135007,7597944,1.7768885898606255,205.01706075668335,4486.672295093536,226.41783305676654,19.81589627690084
1907,5,event68,hybrid_all,2.306949399644509,1.4684090999653563,17.794020899687894,0.214828900876455,21.78661949990783,0,0,120239,7597944,1.5825202186275655,205.01706075668335,4486.672295093536,226.80368025659118,19.78218470713351
1907,6,event69,dynamic_no_prior,2.136280900100246,0.3463183003477752,13.650543901487254,0.19228870002552867,16.327573099988513,0,0,250602,7597944,3.2982870102754114,247.10049319267273,3541.1578164100647,263.42806629266124,13.44259883256303
1907,6,event69,hybrid_dynamic,2.2516536014154553,0.692056399770081,16.587003899505362,0.20592689991462976,19.738841200014576,0,0,105618,7597944,1.3900865813172616,247.10049319267273,3541.1578164100647,266.8393343926873,13.27074894887427
1907,6,event69,hybrid_mask,2.288167900289409,1.1847515997942537,17.39260940044187,0.21073299902491271,21.07857339992188,0,0,115162,7597944,1.5156995102885729,247.10049319267273,3541.1578164100647,268.1790665925946,13.20445276136944
1907,6,event69,hybrid_hydraulic,2.3331048007821664,1.0329026989638805,17.541022399323992,0.21801360044628382,21.127394700073637,0,0,156376,7597944,2.058135727244107,247.10049319267273,3541.1578164100647,268.22788789274637,13.202049362689806
1907,6,event69,hybrid_all,2.2805041995598003,1.4835004013730213,17.520497000194155,0.21508160117082298,21.501940799993463,0,0,157170,7597944,2.0685859227180408,247.10049319267273,3541.1578164100647,268.6024339926662,13.183640087590387
1907,7,event70,dynamic_no_prior,2.3328589003067464,0.3788383980281651,16.479068701621145,0.2113778991624713,19.40468450007029,0,0,232397,7597944,3.0586827173245816,246.54191660881042,3206.5240824222565,265.9466011088807,12.057022233231999
1907,7,event70,hybrid_dynamic,2.328722100239247,0.7615329013206065,17.802402498899028,0.22925650142133236,21.12437339988537,0,0,113231,7597944,1.4902847401876087,246.54191660881042,3206.5240824222565,267.6662900086958,11.979558884004723
1907,7,event70,hybrid_mask,2.211138000478968,1.165440802462399,17.76083780010231,0.2037422969006002,21.34355069999583,0,0,85083,7597944,1.1198160976179872,246.54191660881042,3206.5240824222565,267.88546730880626,11.969757503589847
1907,7,event70,hybrid_hydraulic,2.2606903980486095,1.006125699263066,17.938328301999718,0.21117920032702386,21.41878310008906,0,0,104669,7597944,1.3775963602785175,246.54191660881042,3206.5240824222565,267.9606997088995,11.966396885459998
1907,7,event70,hybrid_all,2.2470470999833196,1.4585927014704794,18.50068010087125,0.20154779823496938,22.41042790003121,0,0,87717,7597944,1.1544833707645121,246.54191660881042,3206.5240824222565,268.95234450884163,11.922276001266997
2718,0,event1,hybrid_dynamic,2.2974948999471962,0.7070586981717497,17.917688301531598,0.20616679755039513,21.130812699906528,0,0,135401,7597944,1.7820742032318218,310.5042543411255,3848.8435003757477,331.635067041032,11.605658999563952
