seed,reference,model,n_events,mae_mm,rmse_mm,csi_0p03,csi_0p15,peak_map_mae_mm,global_peak_bias_mm,global_peak_abs_error_mm,top0p1_peak_map_mae_mm,final_volume_bias_m3,final_volume_abs_error_m3,mean_abs_volume_error_m3,max_abs_volume_error_m3,mean_abs_area_error_0p03_m2,mean_abs_area_error_0p15_m2,global_peak_time_error_min,residual_mae_mm
1907,coupled_label,surface_matched,8,9.26592555642128,41.421358823776245,0.8891718173008369,0.633089435224642,16.83508598804474,5.839288234710693,5.839288234710693,81.4475564956665,699525.4826446861,699525.4826446861,331782.67158895667,699525.4826446861,665574.3055555555,1026131.25,1.25,9.26592555642128
1907,mike_external,surface_matched,8,18.022923827171326,50.90548133850098,0.630448274522859,0.46696991879807137,27.08256483078003,929.9105256795883,929.9105256795883,331.04695892333984,982098.3828238633,982098.3828238633,379414.244449369,982098.3828238633,2474733.3333333335,898556.25,166.875,18.022923827171326
1907,coupled_label,prior_only,8,3.2255131900310516,13.621218204498291,0.8978834385559475,0.8667080760209596,5.402990132570267,-2.9802322387695312e-05,3.563135862350464,51.98068451881409,58237.17182768395,129733.2553928032,84947.93642841061,156017.15203446813,602465.9722222222,204622.2222222222,0.0,3.2255131900310516
1907,mike_external,prior_only,8,20.049479246139526,58.283448696136475,0.5948472413370218,0.3484025365181721,31.881515502929688,924.0712076425552,924.0712076425552,521.1828689575195,340810.0720068611,340810.0720068611,201036.19122315277,497864.9699036598,1801291.6666666665,507679.1666666667,168.125,20.049479246139526
1907,coupled_label,dynamic_no_prior,8,5.2731004655361176,19.63537073135376,0.8963037184777964,0.7311088080200303,8.283990323543549,-13.78372311592102,13.78372311592102,98.9838285446167,40525.92201212287,40525.92201212287,28118.230615387307,74175.25777826035,458852.77777777775,166219.44444444444,6.875,5.2731004655361176
1907,mike_external,dynamic_no_prior,8,19.941521286964417,58.46454906463623,0.6228723388623716,0.323107993337364,32.50080323219299,910.2875143289566,910.2875143289566,542.9492797851562,323098.8221913,335568.11948752275,268802.30661061284,594427.5058397212,2278270.138888889,774093.0555555555,161.25,19.941521286964417
1907,coupled_label,hybrid_dynamic,8,2.228467121720314,9.715732455253601,0.9242487658761895,0.9050398293462435,3.5780642330646515,-0.8031129837036133,3.8956403732299805,50.184401512145996,-7622.276814018842,29818.304942318413,19717.891206835375,54730.306046407815,293918.0555555555,69320.83333333334,1.25,2.2284671515226364
1907,mike_external,hybrid_dynamic,8,20.992441654205322,61.80313730239868,0.6043776515494339,0.3044798011948754,33.503520488739014,923.268124461174,923.268124461174,538.5115280151367,274950.62336515833,291006.26796099334,248424.948343008,553000.3839330664,1964417.3611111112,706348.6111111111,166.875,20.992441654205322
1907,coupled_label,hybrid_mask,8,2.1717754900455475,9.428762435913086,0.928757323718844,0.9060412404891457,3.5383350253105164,-0.7848143577575684,4.451632499694824,53.67941427230835,-6005.978123310808,27339.083639434684,19538.01077160565,50977.45615387242,260145.83333333334,64204.16666666667,0.625,2.1717754900455475
1907,mike_external,hybrid_mask,8,20.998119473457336,61.79018688201904,0.6024543774577611,0.30538026251858796,33.56387162208557,923.28642308712,923.28642308712,546.4545745849609,276566.92205586634,292447.43036868086,247732.62603519438,550123.359444728,1945045.138888889,701012.5,167.5,20.998119473457336
1907,coupled_label,hybrid_hydraulic,8,2.192706510424614,9.477477788925171,0.9272685949967068,0.9053209290658935,3.5532084703445435,0.27871131896972656,3.475666046142578,52.37075328826904,-6191.021069314767,27269.554796056676,19664.807153936996,51731.51537293193,276218.75,67095.13888888889,1.25,2.192706510424614
1907,mike_external,hybrid_hydraulic,8,20.99665379524231,61.80277633666992,0.6033758259998642,0.30512231328152495,33.54415464401245,924.3499487638474,924.3499487638474,547.5370635986328,276381.8791098624,291942.65540913865,248132.63256741103,550539.0189022789,1959986.111111111,704167.361111111,166.875,20.99665379524231
1907,coupled_label,hybrid_all,8,2.17914617061615,9.424193739891052,0.9286759717098099,0.905829406645571,3.5439406633377075,-0.7783472537994385,4.2320191860198975,53.590656042099,-5408.137917652726,27612.555739620817,19034.791799932507,50636.56323882818,267023.6111111111,63868.05555555555,0.625,2.17914617061615
1907,mike_external,hybrid_all,8,20.99894607067108,61.81417274475098,0.6025022670678257,0.30540339108497283,33.56911301612854,923.2928901910782,923.2928901910782,548.4689292907715,277164.76226152445,292830.21571363,247829.44844964478,550177.1456480743,1949686.8055555555,702516.6666666667,167.5,20.998945832252502
2718,coupled_label,surface_matched,8,9.26592555642128,41.421358823776245,0.8891718173008369,0.633089435224642,16.83508598804474,5.839288234710693,5.839288234710693,81.4475564956665,699525.4826446861,699525.4826446861,331782.67158895667,699525.4826446861,665574.3055555555,1026131.25,1.25,9.26592555642128
2718,mike_external,surface_matched,8,18.022923827171326,50.90548133850098,0.630448274522859,0.46696991879807137,27.08256483078003,929.9105256795883,929.9105256795883,331.04695892333984,982098.3828238633,982098.3828238633,379414.244449369,982098.3828238633,2474733.3333333335,898556.25,166.875,18.022923827171326
2718,coupled_label,prior_only,8,3.2255131900310516,13.621218204498291,0.8978834385559475,0.8667080760209596,5.402990132570267,-2.9802322387695312e-05,3.563135862350464,51.98068451881409,58237.17182768395,129733.2553928032,84947.93642841061,156017.15203446813,602465.9722222222,204622.2222222222,0.0,3.2255131900310516
2718,mike_external,prior_only,8,20.049479246139526,58.283448696136475,0.5948472413370218,0.3484025365181721,31.881515502929688,924.0712076425552,924.0712076425552,521.1828689575195,340810.0720068611,340810.0720068611,201036.19122315277,497864.9699036598,1801291.6666666665,507679.1666666667,168.125,20.049479246139526
2718,coupled_label,hybrid_dynamic,8,2.2116704136133194,9.987357258796692,0.9256651451163869,0.9057646671973648,3.5687699615955353,0.28845667839050293,4.872351884841919,46.734214067459106,-16512.007680696523,32183.53693632045,20681.364258998692,54335.43271951351,278388.8888888889,67269.44444444444,1.25,2.2116704136133194
2718,mike_external,hybrid_dynamic,8,20.980564951896667,61.678892612457275,0.6034807660131496,0.3052241690618331,33.49558663368225,924.3596941232681,924.3596941232681,529.9893608093262,266060.8924984807,282942.78288250405,247447.25222741003,548561.3984872946,1938114.5833333335,706631.9444444445,166.875,20.980565190315247
2718,coupled_label,hybrid_all,8,2.164469689130783,9.615320205688477,0.9291483088108748,0.9069042806617034,3.514350175857544,-0.9182393550872803,5.635470151901245,47.712541341781616,-12852.032388332678,30032.200895030837,20230.7723016747,52641.95788777046,260409.02777777775,63666.666666666664,1.25,2.1644696295261383
2718,mike_external,hybrid_all,8,20.97731053829193,61.649720668792725,0.6019741270572359,0.30636387260550146,33.53705024719238,923.1529980897903,923.1529980897903,539.8904151916504,269720.8677908445,285915.817476346,246800.97432644566,546871.165907864,1920184.722222222,701256.9444444444,166.875,20.97731053829193
3141,coupled_label,surface_matched,8,9.26592555642128,41.421358823776245,0.8891718173008369,0.633089435224642,16.83508598804474,5.839288234710693,5.839288234710693,81.4475564956665,699525.4826446861,699525.4826446861,331782.67158895667,699525.4826446861,665574.3055555555,1026131.25,1.25,9.26592555642128
3141,mike_external,surface_matched,8,18.022923827171326,50.90548133850098,0.630448274522859,0.46696991879807137,27.08256483078003,929.9105256795883,929.9105256795883,331.04695892333984,982098.3828238633,982098.3828238633,379414.244449369,982098.3828238633,2474733.3333333335,898556.25,166.875,18.022923827171326
3141,coupled_label,prior_only,8,3.2255131900310516,13.621218204498291,0.8978834385559475,0.8667080760209596,5.402990132570267,-2.9802322387695312e-05,3.563135862350464,51.98068451881409,58237.17182768395,129733.2553928032,84947.93642841061,156017.15203446813,602465.9722222222,204622.2222222222,0.0,3.2255131900310516
3141,mike_external,prior_only,8,20.049479246139526,58.283448696136475,0.5948472413370218,0.3484025365181721,31.881515502929688,924.0712076425552,924.0712076425552,521.1828689575195,340810.0720068611,340810.0720068611,201036.19122315277,497864.9699036598,1801291.6666666665,507679.1666666667,168.125,20.049479246139526
3141,coupled_label,hybrid_dynamic,8,2.214820995926857,9.837936282157898,0.9245484221738935,0.9054782604584393,3.5814550518989563,-1.3838410377502441,5.376935005187988,47.607226610183716,-7596.587817003485,33253.535342744435,20768.593823742543,56148.124774268246,278569.4444444445,69587.5,1.25,2.2148209661245346
3141,mike_external,hybrid_dynamic,8,20.9870845079422,61.69389533996582,0.6027201955266627,0.30537564447015086,33.49637508392334,922.6873964071274,922.6873964071274,534.4062767028809,274976.3123621737,290581.5889529463,247464.92002107465,548509.0486610152,1935845.138888889,703788.8888888889,166.875,20.98708474636078
3141,coupled_label,hybrid_all,8,2.167388528585434,9.459788918495178,0.9283290238627262,0.9064693210679096,3.5189264714717865,-1.7676055431365967,6.352812051773071,49.68968892097473,-4601.625602514949,32132.78435189434,20133.21682566417,53566.81977608072,267597.22222222225,65073.61111111111,2.5,2.167388528585434
3141,mike_external,hybrid_all,8,20.998692512512207,61.72360563278198,0.601847291818249,0.3060066970184681,33.5491087436676,922.303631901741,922.303631901741,542.4501113891602,277971.2745766622,293105.7653417203,247540.80868419635,547790.0233993455,1920004.861111111,701237.5,165.625,20.998692750930786
5772,coupled_label,surface_matched,8,9.26592555642128,41.421358823776245,0.8891718173008369,0.633089435224642,16.83508598804474,5.839288234710693,5.839288234710693,81.4475564956665,699525.4826446861,699525.4826446861,331782.67158895667,699525.4826446861,665574.3055555555,1026131.25,1.25,9.26592555642128
5772,mike_external,surface_matched,8,18.022923827171326,50.90548133850098,0.630448274522859,0.46696991879807137,27.08256483078003,929.9105256795883,929.9105256795883,331.04695892333984,982098.3828238633,982098.3828238633,379414.244449369,982098.3828238633,2474733.3333333335,898556.25,166.875,18.022923827171326
5772,coupled_label,prior_only,8,3.2255131900310516,13.621218204498291,0.8978834385559475,0.8667080760209596,5.402990132570267,-2.9802322387695312e-05,3.563135862350464,51.98068451881409,58237.17182768395,129733.2553928032,84947.93642841061,156017.15203446813,602465.9722222222,204622.2222222222,0.0,3.2255131900310516
5772,mike_external,prior_only,8,20.049479246139526,58.283448696136475,0.5948472413370218,0.3484025365181721,31.881515502929688,924.0712076425552,924.0712076425552,521.1828689575195,340810.0720068611,340810.0720068611,201036.19122315277,497864.9699036598,1801291.6666666665,507679.1666666667,168.125,20.049479246139526
5772,coupled_label,hybrid_dynamic,8,2.209870845079422,9.909590005874634,0.924967081239821,0.9052328331769429,3.564814805984497,0.17315149307250977,4.048585891723633,48.296101570129395,-17234.96972756862,32571.605060790956,19584.0241970419,56460.90868038533,272921.5277777778,67285.41666666666,0.625,2.2098708748817444
5772,mike_external,hybrid_dynamic,8,21.00847327709198,61.73912858963013,0.6038486860501239,0.3055442097221508,33.53306436538696,924.2443889379501,924.2443889379501,534.6622200012207,265337.9304516086,284655.0138223405,249147.81958127124,548641.1635735314,1965573.6111111112,706171.5277777778,167.5,21.00847327709198
5772,coupled_label,hybrid_all,8,2.160158336162567,9.547448515892029,0.9287441072846154,0.9065423277543282,3.5170024931430817,-1.5414655208587646,4.131883382797241,48.50111746788025,-11880.106735759327,26575.201468333922,19444.44376908771,53350.95837159277,255942.36111111112,61502.77777777778,0.0,2.160158321261406
5772,mike_external,hybrid_all,8,20.999277234077454,61.70950746536255,0.6018025806471891,0.3064863410241798,33.551615953445435,922.5297719240189,922.5297719240189,538.0234870910645,270692.7934434179,289413.0574709767,247671.9865191172,547341.661802489,1927852.777777778,700175.0,168.125,20.999277234077454
8119,coupled_label,surface_matched,8,9.26592555642128,41.421358823776245,0.8891718173008369,0.633089435224642,16.83508598804474,5.839288234710693,5.839288234710693,81.4475564956665,699525.4826446861,699525.4826446861,331782.67158895667,699525.4826446861,665574.3055555555,1026131.25,1.25,9.26592555642128
8119,mike_external,surface_matched,8,18.022923827171326,50.90548133850098,0.630448274522859,0.46696991879807137,27.08256483078003,929.9105256795883,929.9105256795883,331.04695892333984,982098.3828238633,982098.3828238633,379414.244449369,982098.3828238633,2474733.3333333335,898556.25,166.875,18.022923827171326
8119,coupled_label,prior_only,8,3.2255131900310516,13.621218204498291,0.8978834385559475,0.8667080760209596,5.402990132570267,-2.9802322387695312e-05,3.563135862350464,51.98068451881409,58237.17182768395,129733.2553928032,84947.93642841061,156017.15203446813,602465.9722222222,204622.2222222222,0.0,3.2255131900310516
8119,mike_external,prior_only,8,20.049479246139526,58.283448696136475,0.5948472413370218,0.3484025365181721,31.881515502929688,924.0712076425552,924.0712076425552,521.1828689575195,340810.0720068611,340810.0720068611,201036.19122315277,497864.9699036598,1801291.6666666665,507679.1666666667,168.125,20.049479246139526
8119,coupled_label,hybrid_dynamic,8,2.2192223072052,10.083560466766357,0.9239040584291192,0.904802952355806,3.542381078004837,-1.5714466571807861,4.9780309200286865,49.112847328186035,-14419.838156218146,32008.759892894683,20439.07304704943,63012.67001987508,298690.97222222225,70355.55555555555,1.25,2.2192223072052
8119,mike_external,hybrid_dynamic,8,20.991034150123596,61.68754196166992,0.6036650150886949,0.30454495317206953,33.56173253059387,922.4997907876968,922.4997907876968,537.4339866638184,268153.06202295906,284358.97883827175,248733.39464680536,548169.6872107049,1944009.722222222,710336.1111111111,166.875,20.991033911705017
8119,coupled_label,hybrid_all,8,2.174023985862732,9.742936849594116,0.9281719115601443,0.906321281608064,3.483936756849289,-2.1385252475738525,5.528360605239868,50.38317799568176,-8294.874241319252,28898.83074821747,20126.413910082178,55056.792999858095,269836.8055555555,65414.58333333333,1.25,2.1740239560604095
