event,model,reference,active_cells,n_cell_times,mae_mm,rmse_mm,bias_mm,csi_0p03,csi_0p15,peak_map_mae_mm,global_peak_bias_mm,global_peak_abs_error_mm,top0p1_peak_map_mae_mm,target_peak_p99p9_mm,final_volume_bias_m3,final_volume_abs_error_m3,residual_mae_mm,seed,mean_abs_volume_error_m3,max_abs_volume_error_m3,mean_abs_area_error_0p03_m2,mean_abs_area_error_0p15_m2,global_peak_time_error_min,control,replicate,aligned_hybrid_all_mae_mm,delta_mae_vs_aligned_mm,feature_seconds,assembly_seconds,model_seconds,postprocess_seconds,total_correction_seconds,raw_below_clip_count,raw_above_clip_count,depth_clamped_count,active_value_count,depth_clamped_pct
event1,shift_80m_south,coupled_label,105527,7597944,2.319631338119507,9.680991172790527,-0.6117497086524963,0.9109464345809841,0.8802446662253679,3.262683153152466,1.2691020965576172,1.2691020965576172,41.8897819519043,987.0272874832153,18649.15347374929,18649.15347374929,2.319631338119507,1907,28442.777268900918,83387.44088250445,200472.22222222222,105144.44444444444,5.0,shift_80m_south,0,2.245790958404541,0.07384037971496582,2.584898199304007,1.6833259005798027,19.799243099987507,0.2372800981393084,24.307461100048386,0,0,171195,7597944,2.253175332695266
event1,shift_80m_west,coupled_label,105527,7597944,2.3064217567443848,9.755072593688965,-0.6237843036651611,0.9114042411829872,0.8799633213299839,3.2567009925842285,1.4286041259765625,1.4286041259765625,41.84906768798828,987.0272874832153,17502.5579655841,17502.5579655841,2.306421995162964,1907,28738.303201158156,83835.93094058055,200572.22222222222,107161.11111111111,5.0,shift_80m_west,0,2.245790958404541,0.06063079833984375,2.565118098864332,1.66538229980506,19.740833300864324,0.23842940013855696,24.21268640004564,0,0,171218,7597944,2.2534780461661734
event1,shift_80m_east,coupled_label,105527,7597944,2.3083863258361816,9.839553833007812,-0.6215786933898926,0.9122696207401938,0.8807613158907517,3.239731550216675,1.4286041259765625,1.4286041259765625,43.50773620605469,987.0272874832153,17566.449676862452,17566.449676862452,2.3083863258361816,1907,28677.4865581616,84046.7687916453,201361.11111111112,102316.66666666667,5.0,shift_80m_east,0,2.245790958404541,0.06259536743164062,2.5778747003059834,1.6585413999855518,19.716823000228032,0.23410170013085008,24.1900486999657,0,0,170543,7597944,2.244594063867804
event1,shift_160m_north,coupled_label,105527,7597944,2.368604898452759,10.187125205993652,-0.5427596569061279,0.9106925759545609,0.879429329583165,3.3340132236480713,1.4286041259765625,1.4286041259765625,40.896026611328125,987.0272874832153,24670.124636159046,24670.124636159046,2.368604898452759,1907,26963.818136926817,80714.38063451112,200638.88888888888,105883.33333333333,5.0,shift_160m_north,0,2.245790958404541,0.12281394004821777,2.5675911996513605,1.6896184994839132,19.793388299643993,0.23543230001814663,24.288691999972798,0,0,171220,7597944,2.253504369076687
event1,shift_160m_south,coupled_label,105527,7597944,2.3601536750793457,10.127802848815918,-0.5439503788948059,0.9099106902259692,0.8795367041079327,3.3414385318756104,-0.3063678741455078,0.3063678741455078,40.64478302001953,987.0272874832153,23730.38416408049,23730.38416408049,2.3601536750793457,1907,26790.20741058822,79987.94005518011,196394.44444444444,105944.44444444444,5.0,shift_160m_south,0,2.245790958404541,0.11436271667480469,2.5505351996980608,1.6494480997789651,19.582069999771193,0.23552289861254394,24.020259200013243,0,0,171048,7597944,2.25124059877251
event1,shift_160m_west,coupled_label,105527,7597944,2.3186824321746826,9.829444885253906,-0.5846142768859863,0.9113190889268108,0.8782569131351955,3.2551488876342773,-0.3960132598876953,0.3960132598876953,41.517601013183594,987.0272874832153,20300.48933407152,20300.48933407152,2.3186821937561035,1907,27714.581944703634,81538.36296501872,196755.55555555556,107938.88888888889,15.0,shift_160m_west,0,2.245790958404541,0.0728914737701416,2.6276535992510617,1.7024501997511834,20.024925201083533,0.2410715993028134,24.598755900049582,0,0,170916,7597944,2.249503286678607
event1,shift_160m_east,coupled_label,105527,7597944,2.3278567790985107,9.894913673400879,-0.5938748121261597,0.9116114282836616,0.8807195571955719,3.2413930892944336,1.4286041259765625,1.4286041259765625,40.916072845458984,987.0272874832153,19399.480471881805,19399.480471881805,2.3278567790985107,1907,27928.078475604954,82654.94414671417,200527.77777777778,102883.33333333333,5.0,shift_160m_east,0,2.245790958404541,0.08206582069396973,2.533545598620549,1.6119446001248434,19.413772098952904,0.23441829869989306,23.796363300061785,0,0,170410,7597944,2.242843590318644
event1,block_shuffle,coupled_label,105527,7597944,2.362398862838745,10.043583869934082,-0.4005080759525299,0.9125032365909237,0.8815357919225049,3.338726758956909,1.4286041259765625,1.4286041259765625,43.0087776184082,987.0272874832153,36352.014447064605,36352.014447064605,2.362398862838745,1907,24545.80692307888,72982.20592991286,199011.11111111112,98683.33333333333,5.0,block_shuffle,1,2.245790958404541,0.1166079044342041,2.595149399363436,1.6832115000579506,19.936670399736613,0.23447310039773583,24.452281600097194,0,0,167818,7597944,2.2087290982929066
event1,block_shuffle,coupled_label,105527,7597944,2.3526735305786133,9.981727600097656,-0.39741241931915283,0.9123312566241663,0.8826562236766403,3.3416764736175537,1.2691020965576172,1.2691020965576172,40.04927444458008,987.0272874832153,36373.9435873793,36373.9435873793,2.3526735305786133,1907,24438.147584380684,72680.38119774195,192511.11111111112,97122.22222222222,5.0,block_shuffle,2,2.245790958404541,0.10688257217407227,2.557826300850138,1.6234279002528638,19.700384898809716,0.2353706998983398,24.119734599953517,0,0,167334,7597944,2.2023589539485946
event1,block_shuffle,coupled_label,105527,7597944,2.3478121757507324,9.977831840515137,-0.4155701994895935,0.9125371698959243,0.880638813921922,3.3124687671661377,1.4286041259765625,1.4286041259765625,41.110877990722656,987.0272874832153,34476.01183527778,34476.01183527778,2.3478121757507324,1907,24624.38975228235,73439.05409920122,199833.33333333334,100816.66666666667,5.0,block_shuffle,3,2.245790958404541,0.1020212173461914,2.561123300692998,1.650891299941577,19.737829400692135,0.24051499995402992,24.193082300014794,0,0,167823,7597944,2.208794905569191
event1,block_shuffle,coupled_label,105527,7597944,2.3589723110198975,10.049034118652344,-0.42267733812332153,0.9127560312535975,0.8800829928255054,3.3494105339050293,1.4286041259765625,1.4286041259765625,40.94675064086914,987.0272874832153,33755.9881085169,33755.9881085169,2.3589723110198975,1907,24679.53464644541,73959.64603720116,201327.77777777778,100405.55555555556,5.0,block_shuffle,4,2.245790958404541,0.11318135261535645,2.6346118997316808,1.7177399995271116,20.092887598555535,0.2505727008683607,24.69861189997755,0,0,167493,7597944,2.2044516253344324
event1,block_shuffle,coupled_label,105527,7597944,2.3610970973968506,10.155240058898926,-0.39712467789649963,0.9120659689577798,0.8816340149673483,3.355159282684326,1.4286041259765625,1.4286041259765625,41.485721588134766,987.0272874832153,36013.129429250024,36013.129429250024,2.3610970973968506,1907,24318.70311747295,72397.4459408985,196333.33333333334,98133.33333333333,5.0,block_shuffle,5,2.245790958404541,0.11530613899230957,2.445826098206453,1.5848427007440478,18.62572340061888,0.22542789997532964,22.884207999915816,0,0,167629,7597944,2.2062415832493634
event1,block_shuffle,coupled_label,105527,7597944,2.3703103065490723,10.125411987304688,-0.4387473165988922,0.911476350992361,0.8794713818843067,3.362700939178467,0.8778572082519531,0.8778572082519531,40.22247314453125,987.0272874832153,32615.477745307842,32615.477745307842,2.3703103065490723,1907,24942.376699635977,74720.5602730019,194938.88888888888,103183.33333333333,5.0,block_shuffle,6,2.245790958404541,0.12451934814453125,2.4316561999730766,1.5510418995982036,18.487797900219448,0.22734870051499456,22.700145000009798,0,0,168294,7597944,2.214993950995164
event1,block_shuffle,coupled_label,105527,7597944,2.358363389968872,10.092446327209473,-0.44988158345222473,0.9117464130541442,0.8801766119495976,3.322728157043457,1.4286041259765625,1.4286041259765625,41.192378997802734,987.0272874832153,30678.69037165027,30678.69037165027,2.358363389968872,1907,24894.862911757496,74713.51392951002,196305.55555555556,101594.44444444444,5.0,block_shuffle,7,2.245790958404541,0.11257243156433105,2.397267899941653,1.5118639003485441,18.5576640983345,0.2205489007756114,22.689638099982403,0,0,167829,7597944,2.208873874300732
event1,block_shuffle,coupled_label,105527,7597944,2.3490262031555176,9.979386329650879,-0.4114912748336792,0.9126655110094789,0.8814612365531597,3.3286540508270264,1.4286041259765625,1.4286041259765625,41.32611083984375,987.0272874832153,34918.02801212575,34918.02801212575,2.3490262031555176,1907,24610.192889717368,73546.93844642001,195672.22222222222,98433.33333333333,5.0,block_shuffle,8,2.245790958404541,0.10323524475097656,2.4917645005043596,1.5807963006664068,18.93154750019312,0.23256450041662902,23.239177399897017,0,0,168509,7597944,2.2178236638753854
event1,block_shuffle,coupled_label,105527,7597944,2.338336706161499,9.93757438659668,-0.4174686670303345,0.9132363277519108,0.8814032454980161,3.332491159439087,1.4286041259765625,1.4286041259765625,42.200050354003906,987.0272874832153,34003.960293686716,34003.960293686716,2.338336706161499,1907,24655.903316679516,73576.12487345282,200655.55555555556,100111.11111111111,5.0,block_shuffle,9,2.245790958404541,0.09254574775695801,2.4009534993674606,1.5264718007529154,18.27793419943191,0.2236298006027937,22.43150019994937,0,0,167407,7597944,2.203319740182344
event1,block_shuffle,coupled_label,105527,7597944,2.3528459072113037,10.03237247467041,-0.4512854218482971,0.9121285357436367,0.8796466141271693,3.3378069400787354,1.4286041259765625,1.4286041259765625,42.247318267822266,987.0272874832153,32253.146990533918,32253.146990533918,2.3528459072113037,1907,25378.035562432604,75926.79128643009,203627.77777777778,102811.11111111111,5.0,block_shuffle,10,2.245790958404541,0.1070549488067627,2.3952185004018247,1.5401987007353455,18.487818898749538,0.22130370058584958,22.6470589999808,0,0,168231,7597944,2.214164779313983
event1,group_permutation,coupled_label,105527,7597944,2.3506994247436523,10.008834838867188,-0.6216230392456055,0.9096142617259684,0.8774555689278596,3.2942724227905273,1.2691020965576172,1.2691020965576172,40.41575622558594,987.0272874832153,17365.01907752175,17365.01907752175,2.3506994247436523,1907,28639.25145068158,84528.05436338368,193844.44444444444,111583.33333333333,5.0,group_permutation,1,2.245790958404541,0.10490846633911133,2.4116534010972828,1.5754448998486623,18.50621000060346,0.22279480146244168,22.718530100071803,0,0,170250,7597944,2.2407377574775493
event1,group_permutation,coupled_label,105527,7597944,2.352954626083374,10.048381805419922,-0.6321960687637329,0.9100685933188865,0.8778123267683171,3.291053295135498,1.2691020965576172,1.2691020965576172,42.85359191894531,987.0272874832153,16720.955311336787,16720.955311336787,2.352954626083374,1907,28983.608953060717,84967.79732672847,190783.33333333334,112961.11111111111,5.0,group_permutation,2,2.245790958404541,0.10716366767883301,2.4062823003623635,1.5435280001256615,18.457343200803734,0.22424389887601137,22.63376730005257,0,0,170212,7597944,2.2402376221777893
event1,group_permutation,coupled_label,105527,7597944,2.3560378551483154,9.975790977478027,-0.6271600723266602,0.9098019595333712,0.8786747252817276,3.314317464828491,0.9789466857910156,0.9789466857910156,40.72147750854492,987.0272874832153,17000.916643972974,17000.916643972974,2.3560378551483154,1907,28823.83024190184,84876.18116956693,188133.33333333334,111711.11111111111,15.0,group_permutation,3,2.245790958404541,0.11024689674377441,2.4688809991348535,1.5875497000524774,18.760888699791394,0.23362230055499822,23.053377899923362,0,0,170155,7597944,2.239487419228149
event1,group_permutation,coupled_label,105527,7597944,2.3432843685150146,10.008127212524414,-0.6148901581764221,0.9108033458369145,0.8787349804411259,3.2901625633239746,1.2269020080566406,1.2269020080566406,42.04640197753906,987.0272874832153,18265.86485966784,18265.86485966784,2.3432846069335938,1907,28515.17609749928,84590.6144707813,193222.22222222222,111011.11111111111,5.0,group_permutation,4,2.245790958404541,0.09749341011047363,2.3740695999003947,1.5210705004865304,18.354628500761464,0.21838739968370646,22.47046990005765,0,0,170220,7597944,2.240342913819844
event1,group_permutation,coupled_label,105527,7597944,2.3513004779815674,10.020188331604004,-0.6197088956832886,0.9101103888030408,0.8783241017081957,3.3057355880737305,1.2691020965576172,1.2691020965576172,42.655189514160156,987.0272874832153,17345.910603548866,17345.910603548866,2.3513004779815674,1907,28558.387849783412,84423.44863147219,190816.66666666666,111272.22222222222,5.0,group_permutation,5,2.245790958404541,0.10550951957702637,2.389019800000824,1.5337611994473264,18.321846200036816,0.21766800084151328,22.464608100010082,0,0,169995,7597944,2.237381586387054
event20,zero_static_network_fields,coupled_label,105527,7597944,2.09433913230896,8.62283992767334,-0.28748849034309387,0.8731829668529235,0.8400083662005497,3.565922260284424,0.1068115234375,0.1068115234375,23.695491790771484,814.2159581184387,-6227.400530974381,6227.400530974381,2.09433913230896,1907,15683.270967911587,56590.35440676357,191622.22222222222,60883.333333333336,0.0,zero_static_network_fields,0,2.1207780838012695,-0.02643895149230957,2.409999599913135,1.5352083002217114,18.19549070065841,0.2222585993586108,22.365342800039798,0,0,154265,7597944,2.0303518951969113
event20,shift_20m_north,coupled_label,105527,7597944,2.14528226852417,8.729939460754395,-0.6574383974075317,0.8656760260840906,0.8393315810586692,3.5132203102111816,0.1068115234375,0.1068115234375,24.757673263549805,814.2159581184387,-34655.197186991805,34655.197186991805,2.14528226852417,1907,28024.345430979636,83306.00069242716,356550.0,62638.88888888889,0.0,shift_20m_north,0,2.1207780838012695,0.02450418472290039,2.4320049001835287,1.6011833985103294,19.496086200815625,0.22992089937906712,23.761656799935736,0,0,194985,7597944,2.566286353255565
event20,shift_20m_south,coupled_label,105527,7597944,2.1421420574188232,8.670870780944824,-0.6573173403739929,0.8657210947512716,0.839507429878834,3.502842903137207,0.1068115234375,0.1068115234375,23.775482177734375,814.2159581184387,-34542.70772625948,34542.70772625948,2.1421420574188232,1907,28027.99449332019,83371.65001432318,356033.3333333333,63355.555555555555,0.0,shift_20m_south,0,2.1207780838012695,0.02136397361755371,2.4551498010987416,1.6022895991336554,18.85598609945737,0.2260757014155388,23.141974200028926,0,0,194391,7597944,2.558468448833
event20,shift_20m_west,coupled_label,105527,7597944,2.1464035511016846,8.754587173461914,-0.6595791578292847,0.8654624953542773,0.8390629116076347,3.5135412216186523,0.1068115234375,0.1068115234375,24.35837173461914,814.2159581184387,-34517.31424887059,34517.31424887059,2.1464035511016846,1907,28096.844055418464,83357.67887894926,361127.77777777775,63316.666666666664,0.0,shift_20m_west,0,2.1207780838012695,0.02562546730041504,2.4199501984985545,1.5638546000700444,18.75946629990358,0.2264450987568125,22.97216860007029,0,0,195575,7597944,2.574051611857102
event20,shift_20m_east,coupled_label,105527,7597944,2.143948793411255,8.781000137329102,-0.6546244025230408,0.8662544047597193,0.8394451196513139,3.5130820274353027,0.1068115234375,0.1068115234375,23.87554168701172,814.2159581184387,-34690.076760476455,34690.076760476455,2.143948793411255,1907,27924.977839821204,83162.16759222304,351844.44444444444,63016.666666666664,0.0,shift_20m_east,0,2.1207780838012695,0.02317070960998535,2.3736131001496688,1.53500670066569,18.283816799870692,0.21921070106327534,22.413989300024696,0,0,194708,7597944,2.5626406301494193
event20,shift_40m_north,coupled_label,105527,7597944,2.1542110443115234,8.828008651733398,-0.6450423002243042,0.8650805985474624,0.8390179966125432,3.5306594371795654,0.1068115234375,0.1068115234375,24.5615234375,814.2159581184387,-34013.53038117895,34013.53038117895,2.1542110443115234,1907,27546.411103013925,82444.87921833782,345122.22222222225,62766.666666666664,0.0,shift_40m_north,0,2.1207780838012695,0.033432960510253906,2.3908513992791995,1.552606000448577,18.370165499509312,0.22087930038105696,22.53698139998596,0,0,194367,7597944,2.558152573906836
event20,shift_40m_south,coupled_label,105527,7597944,2.1484146118164062,8.693967819213867,-0.6388676762580872,0.8651616232257592,0.8391339223714771,3.5183138847351074,0.1068115234375,0.1068115234375,24.67417335510254,814.2159581184387,-33025.143202329986,33025.143202329986,2.1484146118164062,1907,27323.158642863833,82121.03563681222,344116.6666666667,63005.555555555555,0.0,shift_40m_south,0,2.1207780838012695,0.02763652801513672,2.3557314006611705,1.541377199231647,18.234551201341674,0.21516829961910844,22.349168400047347,0,0,193087,7597944,2.5413059111780765
event20,shift_40m_west,coupled_label,105527,7597944,2.1512506008148193,8.779472351074219,-0.6455685496330261,0.8646300568390765,0.8392861419095284,3.524937391281128,0.1068115234375,0.1068115234375,24.141420364379883,814.2159581184387,-33351.41528763785,33351.41528763785,2.1512506008148193,1907,27563.68182141699,82354.34661780228,353094.44444444444,63150.0,0.0,shift_40m_west,0,2.1207780838012695,0.030472517013549805,2.5059506002580747,1.5940597999142483,19.120347800082527,0.23775199986994267,23.460529299918562,0,0,193843,7597944,2.55125597135225
event20,shift_40m_east,coupled_label,105527,7597944,2.147475004196167,8.794089317321777,-0.6371275782585144,0.8658996038694742,0.8392778037187362,3.531266450881958,0.1068115234375,0.1068115234375,23.28226661682129,814.2159581184387,-33577.69818785344,33577.69818785344,2.147475004196167,1907,27265.416197977753,82000.03219083091,337027.77777777775,62677.77777777778,0.0,shift_40m_east,0,2.1207780838012695,0.02669692039489746,2.5060822991654277,1.6393535999814048,19.342530300375074,0.22546810063067824,23.715916600078344,0,0,193925,7597944,2.552335210683311
event20,shift_80m_north,coupled_label,105527,7597944,2.1604340076446533,8.820792198181152,-0.6062796115875244,0.8648227509704017,0.8403359332443417,3.5406136512756348,0.1068115234375,0.1068115234375,23.601333618164062,814.2159581184387,-31292.918242892483,31292.918242892483,2.1604340076446533,1907,26088.8746897145,79795.79079201329,311805.55555555556,61850.0,0.0,shift_80m_north,0,2.1207780838012695,0.03965592384338379,2.383830599836074,1.5534489004639909,18.763202999252826,0.2226924013812095,22.925534799927846,0,0,192665,7597944,2.535751777059689
event20,shift_80m_south,coupled_label,105527,7597944,2.160024642944336,8.814910888671875,-0.6062445640563965,0.8646232617270835,0.8388784464903564,3.545330047607422,0.14853477478027344,0.14853477478027344,24.754444122314453,814.2159581184387,-30894.839570272015,30894.839570272015,2.160024642944336,1907,26097.436399612925,79914.37705188128,316555.55555555556,63077.77777777778,0.0,shift_80m_south,0,2.1207780838012695,0.039246559143066406,2.508347498369403,1.6511711995117366,19.261229000985622,0.22960439894814044,23.65276670001913,0,0,192612,7597944,2.535054219931076
event20,shift_80m_west,coupled_label,105527,7597944,2.1593337059020996,8.831347465515137,-0.6158137917518616,0.863681683963925,0.8389543375715346,3.547506332397461,0.1068115234375,0.1068115234375,24.62708854675293,814.2159581184387,-31435.06673254515,31435.06673254515,2.1593337059020996,1907,26437.628698265213,80313.25947576249,332511.1111111111,63138.88888888889,0.0,shift_80m_west,0,2.1207780838012695,0.03855562210083008,2.470529700163752,1.5848449999466538,19.143186099128798,0.23317690019030124,23.434128900058568,0,0,192373,7597944,2.5319086321246904
event20,shift_80m_east,coupled_label,105527,7597944,2.1524996757507324,8.836040496826172,-0.6011871099472046,0.8649874165091916,0.8392140203076666,3.5619454383850098,0.1068115234375,0.1068115234375,24.65235137939453,814.2159581184387,-31510.51473672618,31510.51473672618,2.1524996757507324,1907,25938.673264716388,79437.25606313976,315583.3333333333,62300.0,0.0,shift_80m_east,0,2.1207780838012695,0.03172159194946289,2.5247669991804287,1.5934469995554537,19.29013320035301,0.2351121990941465,23.645935100037605,0,0,190739,7597944,2.5104028142350088
event20,shift_160m_north,coupled_label,105527,7597944,2.1680142879486084,8.947495460510254,-0.5327885150909424,0.8647060759945459,0.8409603927790917,3.568739175796509,0.1068115234375,0.1068115234375,23.91716194152832,814.2159581184387,-25316.616050369805,25316.616050369805,2.1680142879486084,1907,23372.555579428543,74080.40579206496,263877.77777777775,61877.77777777778,0.0,shift_160m_north,0,2.1207780838012695,0.04723620414733887,2.385885000345297,1.5059164004633203,18.505983600509353,0.2246542995562777,22.62484109995421,0,0,191184,7597944,2.516259661824304
event20,shift_160m_south,coupled_label,105527,7597944,2.17615008354187,8.970885276794434,-0.5469674468040466,0.8649693995651563,0.8390927045304926,3.6066739559173584,2.8586387634277344,2.8586387634277344,24.12184715270996,814.2159581184387,-26748.5659222384,26748.5659222384,2.17615008354187,1907,23915.154893539257,75668.1419155947,273555.55555555556,62566.666666666664,0.0,shift_160m_south,0,2.1207780838012695,0.055371999740600586,2.3806043000658974,1.5365079991752282,18.475228099618107,0.2250236007384956,22.619799499982037,0,0,189471,7597944,2.4937140889693317
event20,shift_160m_west,coupled_label,105527,7597944,2.1583027839660645,8.834831237792969,-0.5708057284355164,0.8626423575381706,0.8399224504694259,3.5650997161865234,1.764059066772461,1.764059066772461,24.627347946166992,814.2159581184387,-28706.01850120048,28706.01850120048,2.1583027839660645,1907,24776.47112352914,77313.87154287077,305850.0,62200.0,0.0,shift_160m_west,0,2.1207780838012695,0.03752470016479492,2.390495298895985,1.5318649001419544,18.456803500535898,0.2234774004900828,22.605077999993227,0,0,190372,7597944,2.5055725601557475
event20,shift_160m_east,coupled_label,105527,7597944,2.1567721366882324,8.854354858398438,-0.5688108801841736,0.8644045267125037,0.8384863066168725,3.5653274059295654,0.1068115234375,0.1068115234375,23.480716705322266,814.2159581184387,-29313.52236920502,29313.52236920502,2.1567721366882324,1907,24746.360587700525,77013.3169868642,293794.44444444444,63561.11111111111,0.0,shift_160m_east,0,2.1207780838012695,0.03599405288696289,2.439778299885802,1.5585247995331883,18.852141500567086,0.22866360016632825,23.081539499922656,0,0,189453,7597944,2.4934771827747086
event20,block_shuffle,coupled_label,105527,7597944,2.1322035789489746,8.748035430908203,-0.3977695107460022,0.8691540570312373,0.839834218458447,3.566404104232788,0.1068115234375,0.1068115234375,23.51276397705078,814.2159581184387,-14968.907819003798,14968.907819003798,2.1322035789489746,1907,18750.386700869694,64519.27517159912,217827.77777777778,61727.77777777778,0.0,block_shuffle,1,2.1207780838012695,0.011425495147705078,2.389857100439258,1.5018776998622343,18.487149201217107,0.22165849921293557,22.602905599982478,0,0,171426,7597944,2.256215628859597
