event,model,reference,active_cells,n_cell_times,mae_mm,rmse_mm,bias_mm,csi_0p03,csi_0p15,peak_map_mae_mm,global_peak_bias_mm,global_peak_abs_error_mm,top0p1_peak_map_mae_mm,target_peak_p99p9_mm,final_volume_bias_m3,final_volume_abs_error_m3,residual_mae_mm,seed,mean_abs_volume_error_m3,max_abs_volume_error_m3,mean_abs_area_error_0p03_m2,mean_abs_area_error_0p15_m2,global_peak_time_error_min,control,replicate,aligned_hybrid_all_mae_mm,delta_mae_vs_aligned_mm,feature_seconds,assembly_seconds,model_seconds,postprocess_seconds,total_correction_seconds,raw_below_clip_count,raw_above_clip_count,depth_clamped_count,active_value_count,depth_clamped_pct
event20,block_shuffle,coupled_label,105527,7597944,2.1258366107940674,8.721467971801758,-0.3847142159938812,0.8695891307060996,0.8400540608423684,3.5774831771850586,0.14853477478027344,0.14853477478027344,23.627155303955078,814.2159581184387,-14083.075464164838,14083.075464164838,2.1258366107940674,1907,18549.177906115114,63591.87768193637,206100.0,61244.444444444445,0.0,block_shuffle,2,2.1207780838012695,0.0050585269927978516,2.3868281008908525,1.5167426001280546,18.458843300351873,0.22294439980760217,22.587811999954283,0,0,171455,7597944,2.256597311062045
event20,block_shuffle,coupled_label,105527,7597944,2.1240944862365723,8.746384620666504,-0.4027065932750702,0.8697772103657223,0.8411539611360239,3.5677130222320557,0.1068115234375,0.1068115234375,23.764570236206055,814.2159581184387,-15064.253303510603,15064.253303510603,2.1240944862365723,1907,18918.003846352996,65003.92082617921,219866.66666666666,59750.0,0.0,block_shuffle,3,2.1207780838012695,0.0033164024353027344,2.4295295994961634,1.5530737004010007,18.638150800019503,0.22543749923352152,22.848686299985275,0,0,170666,7597944,2.246212922864396
event20,block_shuffle,coupled_label,105527,7597944,2.1418144702911377,8.874661445617676,-0.4091866910457611,0.8689356394063157,0.8383993590740054,3.619401454925537,0.1068115234375,0.1068115234375,23.70669937133789,814.2159581184387,-17211.71354181762,17211.71354181762,2.1418144702911377,1907,19298.687596891916,65414.228112173034,207788.88888888888,62550.0,0.0,block_shuffle,4,2.1207780838012695,0.021036386489868164,2.358106899424456,1.5191001998027787,18.407125099212863,0.22020190011244267,22.506950299954042,0,0,172507,7597944,2.2704431619922443
event20,block_shuffle,coupled_label,105527,7597944,2.130640745162964,8.815566062927246,-0.384082168340683,0.8696261746631024,0.839055575822454,3.5868020057678223,0.1068115234375,0.1068115234375,23.60944938659668,814.2159581184387,-14426.047619964229,14426.047619964229,2.130640745162964,1907,18480.172024038315,63813.277004506206,201466.66666666666,62288.88888888889,0.0,block_shuffle,5,2.1207780838012695,0.009862661361694336,2.4447891989257187,1.5213204002939165,18.72987940069288,0.22708630003035069,22.925537700066343,0,0,171341,7597944,2.255096905162765
event20,block_shuffle,coupled_label,105527,7597944,2.1435539722442627,8.872330665588379,-0.4229317307472229,0.8688754018640625,0.8379926686480054,3.6142427921295166,3.9017200469970703,3.9017200469970703,24.05797004699707,814.2159581184387,-18228.44641521992,18228.44641521992,2.1435539722442627,1907,19749.48381799872,66678.06283439114,214233.33333333334,62988.88888888889,0.0,block_shuffle,6,2.1207780838012695,0.022775888442993164,2.372403199900873,1.507430300116539,18.409057699260302,0.22372719913255423,22.515015400014818,0,0,175263,7597944,2.306716132680104
event20,block_shuffle,coupled_label,105527,7597944,2.144951343536377,8.856362342834473,-0.42732763290405273,0.8674001123113803,0.8375313279460233,3.5912158489227295,0.1068115234375,0.1068115234375,23.77029800415039,814.2159581184387,-18951.828976169927,18951.828976169927,2.144951343536377,1907,19952.75818281752,66741.54949385207,213111.11111111112,63688.88888888889,0.0,block_shuffle,7,2.1207780838012695,0.024173259735107422,2.439500200212933,1.5799740999937057,18.76034069992602,0.23042840079870075,23.012817499926314,0,0,173771,7597944,2.287079241436894
event20,block_shuffle,coupled_label,105527,7597944,2.129150390625,8.751205444335938,-0.39478784799575806,0.8688921195918979,0.8392657478549433,3.6030361652374268,0.1068115234375,0.1068115234375,23.888851165771484,814.2159581184387,-15549.48442622996,15549.48442622996,2.129150629043579,1907,18886.235202186403,64546.465271744644,203883.33333333334,61466.666666666664,0.0,block_shuffle,8,2.1207780838012695,0.008372306823730469,2.363489299779758,1.4911924997577444,18.191392599837855,0.22225069941487163,22.270646199933253,0,0,174190,7597944,2.292593891189511
event20,block_shuffle,coupled_label,105527,7597944,2.1271891593933105,8.752443313598633,-0.39286935329437256,0.8705771040367924,0.8392086287921365,3.5836141109466553,0.1068115234375,0.1068115234375,23.478242874145508,814.2159581184387,-15534.247017887654,15534.247017887654,2.1271891593933105,1907,18823.053081386774,64434.85567641538,202355.55555555556,61850.0,0.0,block_shuffle,9,2.1207780838012695,0.006411075592041016,2.400603300658986,1.5206274004885927,18.63583209842909,0.22474000009242445,22.784259199979715,0,0,172974,7597944,2.27658956159719
event20,block_shuffle,coupled_label,105527,7597944,2.1399149894714355,8.833878517150879,-0.43241825699806213,0.868414994883131,0.8372240464612752,3.601078987121582,0.1068115234375,0.1068115234375,24.798757553100586,814.2159581184387,-18642.121316785226,18642.121316785226,2.1399149894714355,1907,19985.588432954377,67295.99583456526,223377.77777777778,64061.11111111111,0.0,block_shuffle,10,2.1207780838012695,0.019136905670166016,2.3449120006989688,1.4836898000212386,18.13815849914681,0.21898520039394498,22.188022500020452,0,0,176020,7597944,2.3166793543095343
event20,group_permutation,coupled_label,105527,7597944,2.196558713912964,9.012250900268555,-0.6087493300437927,0.8604714824139162,0.8398991924621823,3.592714309692383,0.14853477478027344,0.14853477478027344,23.538148880004883,814.2159581184387,-33066.67297536344,33066.67297536344,2.196558713912964,1907,26449.957802002,80821.4470249596,318994.44444444444,61872.22222222222,0.0,group_permutation,1,2.1207780838012695,0.07578063011169434,2.3522708994569257,1.4971720993053168,18.31644170114305,0.2146608984330669,22.38287779991515,0,0,182766,7597944,2.4054665314721984
event20,group_permutation,coupled_label,105527,7597944,2.198030471801758,9.0427885055542,-0.6159411072731018,0.8602945586183819,0.8383388417876132,3.610252857208252,0.11944770812988281,0.11944770812988281,23.49663734436035,814.2159581184387,-34581.38339190814,34581.38339190814,2.198030471801758,1907,26778.422382365326,81205.12133041886,321988.8888888889,63500.0,0.0,group_permutation,2,2.1207780838012695,0.07725238800048828,2.3452119999565184,1.4867760001216084,18.142141699325293,0.22186850127764046,22.198417700012214,0,0,182323,7597944,2.3996360067934166
event20,group_permutation,coupled_label,105527,7597944,2.1975090503692627,9.001388549804688,-0.6103763580322266,0.8608132988905137,0.8369785835314122,3.608581066131592,3.0164718627929688,3.0164718627929688,23.120187759399414,814.2159581184387,-34242.71038397215,34242.71038397215,2.1975090503692627,1907,26582.312011527818,80731.59301066119,315338.8888888889,64788.88888888889,0.0,group_permutation,3,2.1207780838012695,0.07673096656799316,2.327194500132464,1.478673999547027,18.120152299990878,0.21727339969947934,22.14564389991574,0,0,183465,7597944,2.4146663886967317
event20,group_permutation,coupled_label,105527,7597944,2.1919281482696533,9.004959106445312,-0.6045870184898376,0.8612590786407109,0.8386052080215505,3.599295139312744,0.14853477478027344,0.14853477478027344,24.985916137695312,814.2159581184387,-33269.501897004666,33269.501897004666,2.1919281482696533,1907,26318.672350414796,80369.29890443804,314077.77777777775,63172.22222222222,0.0,group_permutation,4,2.1207780838012695,0.07115006446838379,2.4162963988492265,1.5064568994566798,18.5292109005386,0.2264736999059096,22.680777300032787,0,0,183517,7597944,2.4153507843700877
event20,group_permutation,coupled_label,105527,7597944,2.1927592754364014,9.016585350036621,-0.6040598154067993,0.8614907004944217,0.8392290656611001,3.5998687744140625,1.848459243774414,1.848459243774414,23.761123657226562,814.2159581184387,-33044.33715822827,33044.33715822827,2.1927592754364014,1907,26311.648234127315,80377.43946556072,307555.55555555556,62111.11111111111,0.0,group_permutation,5,2.1207780838012695,0.07198119163513184,2.3268856999929994,1.4956410001032054,18.316791599732824,0.221117899636738,22.362880200031213,0,0,182746,7597944,2.4052033023670614
event65,zero_static_network_fields,coupled_label,105527,7597944,2.491492509841919,10.211374282836914,0.6289995312690735,0.9218883199173701,0.8983844921066689,3.9253015518188477,6.897211074829102,6.897211074829102,48.549110412597656,958.4585428237915,10.582913376158103,10.582913376158103,2.491492509841919,1907,27057.2578545839,66945.0239958323,460944.44444444444,65822.22222222222,0.0,zero_static_network_fields,0,2.217952013015747,0.2735404968261719,2.3438728998880833,1.505150800338015,18.30436949955765,0.2212465995689854,22.376974300015718,0,0,118431,7597944,1.5587243075231931
event65,shift_20m_north,coupled_label,105527,7597944,2.274519443511963,9.454297065734863,0.1574673056602478,0.9273731625373752,0.8975990137155185,3.496213912963867,6.897211074829102,6.897211074829102,51.88062286376953,958.4585428237915,-30534.958296654513,30534.958296654513,2.274519443511963,1907,17116.95609902272,36800.68070311216,309261.1111111111,71288.88888888889,0.0,shift_20m_north,0,2.217952013015747,0.05656743049621582,2.4035498986486346,1.5285834008827806,18.694808200467378,0.22692859987728298,22.856288200011477,0,0,145043,7597944,1.9089769548183035
event65,shift_20m_south,coupled_label,105527,7597944,2.267021417617798,9.283631324768066,0.16011479496955872,0.9275514773978906,0.8976841651130183,3.4916601181030273,6.897211074829102,6.897211074829102,51.47004699707031,958.4585428237915,-30277.1718864243,30277.1718864243,2.267021417617798,1907,17166.80640817966,36609.14978162013,307238.8888888889,70966.66666666667,0.0,shift_20m_south,0,2.217952013015747,0.04906940460205078,2.3460066998377442,1.5100991987856105,18.280342700658366,0.2169141008052975,22.35568419995252,0,0,144221,7597944,1.8981582385971785
event65,shift_20m_west,coupled_label,105527,7597944,2.269562005996704,9.520540237426758,0.1615598052740097,0.9281073941771482,0.8980597635962952,3.493143081665039,6.897211074829102,6.897211074829102,52.14207077026367,958.4585428237915,-29906.28434177232,29906.28434177232,2.269562005996704,1907,17097.132985875276,36439.78703414975,305894.44444444444,70433.33333333333,0.0,shift_20m_west,0,2.217952013015747,0.05160999298095703,2.323006800143048,1.497342899441719,18.189314500661567,0.2177686996292323,22.22976560005918,0,0,144886,7597944,1.906910606342979
event65,shift_20m_east,coupled_label,105527,7597944,2.2785465717315674,9.550844192504883,0.15942907333374023,0.9274126426145686,0.8972725591715977,3.4975950717926025,6.897211074829102,6.897211074829102,50.872169494628906,958.4585428237915,-30548.216307981405,30548.216307981405,2.2785465717315674,1907,17178.667714316904,36716.70326928864,309661.1111111111,72227.77777777778,0.0,shift_20m_east,0,2.217952013015747,0.06059455871582031,2.324665098800324,1.5054878006922081,18.209587699268013,0.21945359942037612,22.26150690007489,0,0,144262,7597944,1.898697858262709
event65,shift_40m_north,coupled_label,105527,7597944,2.2992966175079346,9.659133911132812,0.17081491649150848,0.9263222729674396,0.8972148357218348,3.5260496139526367,6.897211074829102,6.897211074829102,51.8118896484375,958.4585428237915,-29806.580944172805,29806.580944172805,2.2992966175079346,1907,17347.103595306537,37045.89729017392,315650.0,71711.11111111111,0.0,shift_40m_north,0,2.217952013015747,0.0813446044921875,2.365916099282913,1.5024087998317555,18.294238301110454,0.2232245997292921,22.388119400013238,0,0,144741,7597944,1.9050021953307368
event65,shift_40m_south,coupled_label,105527,7597944,2.292990207672119,9.428423881530762,0.1847420632839203,0.9264383630997585,0.897041066522098,3.5286753177642822,6.897211074829102,6.897211074829102,52.1285514831543,958.4585428237915,-28648.703907593852,28648.703907593852,2.292990207672119,1907,17596.08396313702,37771.0087805402,318316.6666666667,70838.88888888889,0.0,shift_40m_south,0,2.217952013015747,0.07503819465637207,2.3459080003667623,1.5011457002256066,18.29057269904297,0.22006480058189481,22.359999400097877,0,0,143551,7597944,1.8893400635750934
event65,shift_40m_west,coupled_label,105527,7597944,2.2922940254211426,9.633063316345215,0.18317000567913055,0.9269656025512076,0.897423734660687,3.5208566188812256,6.897211074829102,6.897211074829102,52.85902786254883,958.4585428237915,-28644.326170731336,28644.326170731336,2.2922937870025635,1907,17487.861275189658,37906.86450731079,316372.22222222225,69455.55555555556,0.0,shift_40m_west,0,2.217952013015747,0.07434201240539551,2.329881398822181,1.5207360002677888,18.31936149916146,0.21699590096250176,22.389309099991806,0,0,143850,7597944,1.8932753386968897
event65,shift_40m_east,coupled_label,105527,7597944,2.3074915409088135,9.650487899780273,0.17760509252548218,0.9265084642406897,0.8962457443039145,3.531689405441284,6.897211074829102,6.897211074829102,49.31364440917969,958.4585428237915,-29755.280211083358,29755.280211083358,2.3074915409088135,1907,17557.828903247097,37672.22797499108,322566.6666666667,73372.22222222222,0.0,shift_40m_east,0,2.217952013015747,0.0895395278930664,2.3200326992664486,1.4890342006692663,18.115968698635697,0.21750889986287802,22.144880900043063,0,0,144055,7597944,1.8959734370245425
event65,shift_80m_north,coupled_label,105527,7597944,2.343369245529175,9.7422456741333,0.2195543497800827,0.9249073151878224,0.8970880425842582,3.595764636993408,6.897211074829102,6.897211074829102,50.89375305175781,958.4585428237915,-26220.396541691618,26220.396541691618,2.343369245529175,1907,17976.354888098984,40039.15119675128,334727.77777777775,71344.44444444444,0.0,shift_80m_north,0,2.217952013015747,0.12541723251342773,2.3309332994977012,1.4922245008638129,18.339568199240603,0.2191086997045204,22.384140800102614,0,0,143430,7597944,1.8877475274890154
event65,shift_80m_south,coupled_label,105527,7597944,2.343071937561035,9.695707321166992,0.23059967160224915,0.9243613220572494,0.8969222380698604,3.6071219444274902,6.525754928588867,6.525754928588867,51.99989318847656,958.4585428237915,-25857.992818722967,25857.992818722967,2.343071937561035,1907,18355.45998642631,40654.33445186331,337366.6666666667,71727.77777777778,0.0,shift_80m_south,0,2.217952013015747,0.12511992454528809,2.3704020001459867,1.535752200637944,18.650125200278126,0.22462880017701536,22.783334699925035,0,0,143771,7597944,1.892235583731599
event65,shift_80m_west,coupled_label,105527,7597944,2.3366053104400635,9.784978866577148,0.21910473704338074,0.924996014666029,0.8966917594174787,3.581662654876709,6.897211074829102,6.897211074829102,52.81059646606445,958.4585428237915,-26801.118479214376,26801.118479214376,2.3366050720214844,1907,18156.612589114015,40316.68805079581,329022.22222222225,69744.44444444444,0.0,shift_80m_west,0,2.217952013015747,0.1186532974243164,2.314288300112821,1.490593399386853,18.253831900656223,0.2203130000270903,22.281363400048576,0,0,143361,7597944,1.8868393870762932
event65,shift_80m_east,coupled_label,105527,7597944,2.349412202835083,9.832000732421875,0.21470746397972107,0.9250665200005946,0.8956947879736211,3.593369722366333,6.897211074829102,6.897211074829102,51.487579345703125,958.4585428237915,-27747.522614973597,27747.522614973597,2.349412202835083,1907,18254.288315365862,40191.212751511484,336750.0,74150.0,0.0,shift_80m_east,0,2.217952013015747,0.13146018981933594,2.3188468007138,1.500292900716886,18.16190949990414,0.21221240074373782,22.19558139995206,0,0,141768,7597944,1.865873188852142
event65,shift_160m_north,coupled_label,105527,7597944,2.420595407485962,10.163532257080078,0.2901431918144226,0.92355053995565,0.8960297973154073,3.728184700012207,6.897211074829102,6.897211074829102,51.15787887573242,958.4585428237915,-20919.21744966344,20919.21744966344,2.420595407485962,1907,18976.263416318456,44783.29754630732,358983.3333333333,73944.44444444444,0.0,shift_160m_north,0,2.217952013015747,0.20264339447021484,2.3153624000260606,1.4914989999961108,18.162583600031212,0.2167687005130574,22.188680800027214,0,0,143266,7597944,1.8855890488268932
event65,shift_160m_south,coupled_label,105527,7597944,2.412442922592163,10.180612564086914,0.3019072711467743,0.9225776126019992,0.8956726478101629,3.7215735912323,3.3745765686035156,3.3745765686035156,50.40561294555664,958.4585428237915,-21324.91138061462,21324.91138061462,2.412442922592163,1907,19532.89749628231,45141.07437269366,346755.55555555556,71650.0,0.0,shift_160m_south,0,2.217952013015747,0.19449090957641602,2.3601940997177735,1.50758850062266,18.47410790005233,0.22379430069122463,22.56810440006666,0,0,141420,7597944,1.8612930024227607
event65,shift_160m_west,coupled_label,105527,7597944,2.378380298614502,9.962722778320312,0.2675151526927948,0.9233276320790574,0.8961418214492326,3.642474889755249,0.26798248291015625,0.26798248291015625,52.729427337646484,958.4585428237915,-24302.914955908433,24302.914955908433,2.378380298614502,1907,19153.438588082223,43684.03590821498,342033.3333333333,69938.88888888889,0.0,shift_160m_west,0,2.217952013015747,0.16042828559875488,2.4095443013357,1.539320899406448,18.80316189979203,0.2254741012584418,22.97992059995886,0,0,142422,7597944,1.8744807805901176
event65,shift_160m_east,coupled_label,105527,7597944,2.3825430870056152,9.886275291442871,0.24975629150867462,0.9240313088994662,0.8957155351885386,3.639554500579834,6.897211074829102,6.897211074829102,49.71176528930664,958.4585428237915,-25414.28717869753,25414.28717869753,2.3825430870056152,1907,18756.545598422734,42530.50638326444,344800.0,73300.0,0.0,shift_160m_east,0,2.217952013015747,0.16459107398986816,2.3591882997425273,1.5147503013722599,18.386147499550134,0.22004980058409274,22.48252050008159,0,0,140909,7597944,1.8545674987865137
event65,block_shuffle,coupled_label,105527,7597944,2.4712467193603516,10.12831974029541,0.48900365829467773,0.9228098003316577,0.8965829052994186,3.873161554336548,6.897211074829102,6.897211074829102,46.9527702331543,958.4585428237915,-9083.284509681864,9083.284509681864,2.4712467193603516,1907,23128.93995658585,58111.93889642577,425488.8888888889,71500.0,0.0,block_shuffle,1,2.217952013015747,0.2532947063446045,2.3341516993241385,1.5005369010614231,18.208157798857428,0.21731670014560223,22.26253700000234,0,0,129794,7597944,1.708277923606702
event65,block_shuffle,coupled_label,105527,7597944,2.467576265335083,10.127060890197754,0.49660158157348633,0.922380264506657,0.8970848070109669,3.836428165435791,6.8721771240234375,6.8721771240234375,49.81574249267578,958.4585428237915,-8856.01996046165,8856.01996046165,2.467576265335083,1907,23343.126850512996,58754.0754616824,426566.6666666667,66355.55555555556,0.0,block_shuffle,2,2.217952013015747,0.24962425231933594,2.3302003998542204,1.4861474002245814,18.111432098899968,0.21797229920048267,22.148092199931853,0,0,130744,7597944,1.7207813061007031
event65,block_shuffle,coupled_label,105527,7597944,2.47160267829895,10.131266593933105,0.4833162724971771,0.9222749700227939,0.8957869964468644,3.8600080013275146,6.897211074829102,6.897211074829102,48.90241241455078,958.4585428237915,-9713.92744384543,9713.92744384543,2.47160267829895,1907,23049.021158284166,58100.01002258132,420600.0,72888.88888888889,0.0,block_shuffle,3,2.217952013015747,0.2536506652832031,2.3450325997546315,1.5142471991712227,18.229934299946763,0.22284239972941577,22.314481299952604,0,0,130047,7597944,1.7116077717866833
event65,block_shuffle,coupled_label,105527,7597944,2.485332489013672,10.185139656066895,0.4579351544380188,0.9229950615196425,0.8937264333737259,3.8810064792633057,6.897211074829102,6.897211074829102,48.52743911743164,958.4585428237915,-11441.581159614027,11441.581159614027,2.485332489013672,1907,22489.764167636557,55900.377212052,419805.55555555556,75944.44444444444,0.0,block_shuffle,4,2.217952013015747,0.2673804759979248,2.138286998611875,1.4326771006453782,16.123733599903062,0.1949730997439474,19.8919427000219,0,0,131387,7597944,1.7292441218308532
event65,block_shuffle,coupled_label,105527,7597944,2.4804978370666504,10.306720733642578,0.5024741291999817,0.9219515307403428,0.8969442172016951,3.8437466621398926,6.897211074829102,6.897211074829102,48.64335250854492,958.4585428237915,-8441.339816829888,8441.339816829888,2.4804978370666504,1907,23506.1988882004,59205.39086720464,424222.22222222225,68805.55555555556,0.0,block_shuffle,5,2.217952013015747,0.2625458240509033,2.286168399383314,1.5053366996580735,17.74027779942844,0.21438300050795078,21.748466200078838,0,0,130617,7597944,1.7191098012830839
event65,block_shuffle,coupled_label,105527,7597944,2.495826244354248,10.29274845123291,0.4448201656341553,0.9226886005220882,0.8929740371600837,3.893909454345703,4.470586776733398,4.470586776733398,50.41292190551758,958.4585428237915,-12424.892815771746,12424.892815771746,2.495826244354248,1907,22193.842678581,54899.18291547545,411488.8888888889,78133.33333333333,0.0,block_shuffle,6,2.217952013015747,0.277874231338501,2.2252757989335805,1.4778362998040393,16.91216489940416,0.2011662988224998,20.818694400019012,0,0,132567,7597944,1.744774639033928
event65,block_shuffle,coupled_label,105527,7597944,2.4876837730407715,10.264288902282715,0.4417778551578522,0.9217235205494679,0.8952773463330617,3.8522467613220215,6.897211074829102,6.897211074829102,49.0532112121582,958.4585428237915,-13651.13589193835,13651.13589193835,2.4876837730407715,1907,22382.477215660987,55298.89865032304,405988.8888888889,72672.22222222222,0.0,block_shuffle,7,2.217952013015747,0.2697317600250244,2.2800291003659368,1.4777310990029946,17.637071500183083,0.2133202989352867,21.610364800086245,0,0,132041,7597944,1.7378517135688287
event65,block_shuffle,coupled_label,105527,7597944,2.479339599609375,10.13938045501709,0.4821798801422119,0.9223713610836807,0.8968796991325152,3.877005100250244,6.897211074829102,6.897211074829102,50.379817962646484,958.4585428237915,-10338.626520607388,10338.626520607388,2.479339599609375,1907,23134.22688944226,58190.290931442054,421933.3333333333,69166.66666666667,0.0,block_shuffle,8,2.217952013015747,0.26138758659362793,2.2865336008835584,1.4792605995899066,17.6398778995499,0.21467679971829057,21.622626499971375,0,0,132080,7597944,1.7383650103238455
event65,block_shuffle,coupled_label,105527,7597944,2.4648783206939697,10.097444534301758,0.4842602014541626,0.9225205799909616,0.8965576597373137,3.8450913429260254,6.897211074829102,6.897211074829102,48.52518081665039,958.4585428237915,-9976.55572583829,9976.55572583829,2.4648783206939697,1907,23097.39532111562,58243.64819854731,430022.22222222225,68716.66666666667,0.0,block_shuffle,9,2.217952013015747,0.24692630767822266,2.2801672980422154,1.484518802142702,17.706366699538194,0.21350199892185628,21.68680589995347,0,0,132004,7597944,1.7373647397243255
event65,block_shuffle,coupled_label,105527,7597944,2.471374988555908,10.195920944213867,0.43761730194091797,0.9226746296040165,0.8949652724375734,3.8454127311706543,6.897211074829102,6.897211074829102,49.35856246948242,958.4585428237915,-12525.25769886747,12525.25769886747,2.471374988555908,1907,21998.59960194061,54818.0666718611,421355.55555555556,74361.11111111111,0.0,block_shuffle,10,2.217952013015747,0.25342297554016113,2.283683200716041,1.4862753998022527,17.949118400691077,0.22048800089396536,21.941858000005595,0,0,133990,7597944,1.763503389864416
event65,group_permutation,coupled_label,105527,7597944,2.4285519123077393,10.016179084777832,0.2184911072254181,0.922195832851505,0.8947838706397454,3.7129552364349365,6.756782531738281,6.756782531738281,49.612945556640625,958.4585428237915,-26669.604034654098,26669.604034654098,2.42855167388916,1907,18023.861259777157,41136.61453257408,357555.55555555556,75955.55555555556,0.0,group_permutation,1,2.217952013015747,0.2105998992919922,2.3034709995845333,1.5103905004216358,17.77241579920519,0.21571439993567765,21.80419619998429,0,0,137650,7597944,1.811674316104462
event65,group_permutation,coupled_label,105527,7597944,2.4267873764038086,9.988085746765137,0.20442770421504974,0.9227993718635447,0.8943531058380322,3.7163949012756348,6.8721771240234375,6.8721771240234375,47.876373291015625,958.4585428237915,-27560.51796990866,27560.51796990866,2.4267873764038086,1907,17857.75242303496,39996.13642492611,356116.6666666667,78016.66666666667,0.0,group_permutation,2,2.217952013015747,0.20883536338806152,2.2900770992273465,1.4879109009634703,17.84755429904908,0.2144966988125816,21.842325699981302,0,0,137398,7597944,1.8083576293797374
event65,group_permutation,coupled_label,105527,7597944,2.4297072887420654,9.958584785461426,0.21514564752578735,0.9226716576842192,0.8939654481691721,3.7170863151550293,5.169153213500977,5.169153213500977,50.170597076416016,958.4585428237915,-26763.11711877957,26763.11711877957,2.4297072887420654,1907,17907.13063549139,40963.35966172209,355711.1111111111,77911.11111111111,0.0,group_permutation,3,2.217952013015747,0.21175527572631836,2.2903371995780617,1.487715498660691,17.927948800264858,0.20969000039622188,21.917874700040556,0,0,138115,7597944,1.817794392798894
event65,group_permutation,coupled_label,105527,7597944,2.4188060760498047,10.010089874267578,0.22430656850337982,0.9231388461276075,0.8943065630450459,3.7030837535858154,6.756782531738281,6.756782531738281,51.72248458862305,958.4585428237915,-25865.20749630104,25865.20749630104,2.4188060760498047,1907,17946.260426681725,41713.66710618534,360300.0,77172.22222222222,0.0,group_permutation,4,2.217952013015747,0.20085406303405762,2.290683401399292,1.5011840997030959,17.908017699723132,0.20871379924938083,21.910763999912888,0,0,137317,7597944,1.8072915515039332
event65,group_permutation,coupled_label,105527,7597944,2.4319658279418945,10.062379837036133,0.2273443043231964,0.9224555830865233,0.8939900167209147,3.719273805618286,6.756782531738281,6.756782531738281,50.35227584838867,958.4585428237915,-26050.005010224413,26050.005010224413,2.4319658279418945,1907,18130.007855807555,41406.150238310685,358888.8888888889,75244.44444444444,0.0,group_permutation,5,2.217952013015747,0.21401381492614746,2.3745956007624045,1.5355867993785068,18.468497998896055,0.22481080039869994,22.605775300064124,0,0,137261,7597944,1.80655451000955
event66,zero_static_network_fields,coupled_label,105527,7597944,2.5944550037384033,10.288503646850586,0.6866821646690369,0.9259563413438241,0.8960183869248535,4.055337905883789,5.382061004638672,5.382061004638672,33.47382354736328,971.0116386413574,-35863.7562057348,35863.7562057348,2.5944550037384033,1907,36907.029254507244,77558.14322104445,408122.22222222225,79100.0,0.0,zero_static_network_fields,0,2.292654037475586,0.3018009662628174,2.3212900994112715,1.5014471003087237,17.712785899522714,0.2126248007407412,21.750348999979906,0,0,100572,7597944,1.323673878091231
event66,shift_20m_north,coupled_label,105527,7597944,2.346346855163574,9.331144332885742,0.19450002908706665,0.9310828104514904,0.8970044920072385,3.635929822921753,5.382061004638672,5.382061004638672,32.50833511352539,971.0116386413574,-61574.006219691364,61574.006219691364,2.346346855163574,1907,27089.260241832715,64798.850799720036,316938.8888888889,78211.11111111111,0.0,shift_20m_north,0,2.292654037475586,0.05369281768798828,2.292550298734568,1.4922115006484091,17.641625300282612,0.21080040000379086,21.639434700016864,0,0,131107,7597944,1.7255589143589372
event66,shift_20m_south,coupled_label,105527,7597944,2.3369226455688477,9.055643081665039,0.19650867581367493,0.9309335340284993,0.8976168305072459,3.63285493850708,5.382061004638672,5.382061004638672,32.841793060302734,971.0116386413574,-61450.56620204169,61450.56620204169,2.3369226455688477,1907,27099.85452879424,64668.73074952117,315816.6666666667,77316.66666666667,0.0,shift_20m_south,0,2.292654037475586,0.04426860809326172,2.3445697999559343,1.523925298708491,17.89223090140149,0.21567809977568686,21.978619599947706,0,0,129999,7597944,1.7109760219343548
event66,shift_20m_west,coupled_label,105527,7597944,2.344735860824585,9.438013076782227,0.1999628245830536,0.9311743356149368,0.897071778231247,3.6418356895446777,5.382061004638672,5.382061004638672,32.810951232910156,971.0116386413574,-60898.72218142962,60898.72218142962,2.344735860824585,1907,26986.24212148845,64145.35802354547,314850.0,77311.11111111111,0.0,shift_20m_west,0,2.292654037475586,0.05208182334899902,2.292516899178736,1.484745500027202,17.563100801664405,0.21230980101972818,21.554842400015332,0,0,131487,7597944,1.7305602673565375
event66,shift_20m_east,coupled_label,105527,7597944,2.3505311012268066,9.485367774963379,0.1972225308418274,0.9309721449969938,0.8970063552235478,3.6375892162323,5.382061004638672,5.382061004638672,32.725955963134766,971.0116386413574,-61554.63527387846,61554.63527387846,2.3505311012268066,1907,27181.313018269648,64772.896270019235,317244.44444444444,77466.66666666667,0.0,shift_20m_east,0,2.292654037475586,0.0578770637512207,2.2812632989371195,1.5092285001883283,17.492436899570748,0.21231450058985502,21.497492800001055,0,0,130980,7597944,1.723887409541318
event66,shift_40m_north,coupled_label,105527,7597944,2.3711299896240234,9.586109161376953,0.20880834758281708,0.9305318671129077,0.8962175810578065,3.6592421531677246,5.382061004638672,5.382061004638672,32.639461517333984,971.0116386413574,-60812.425711584976,60812.425711584976,2.3711299896240234,1907,27329.647171109697,63927.44027108117,316205.55555555556,78283.33333333333,0.0,shift_40m_north,0,2.292654037475586,0.0784759521484375,2.288346100016497,1.4901140996953472,17.641901500173844,0.21281419962178916,21.63532560004387,0,0,129673,7597944,1.706685387520624
