event,model,reference,active_cells,n_cell_times,mae_mm,rmse_mm,bias_mm,csi_0p03,csi_0p15,peak_map_mae_mm,global_peak_bias_mm,global_peak_abs_error_mm,top0p1_peak_map_mae_mm,target_peak_p99p9_mm,final_volume_bias_m3,final_volume_abs_error_m3,residual_mae_mm,seed,mean_abs_volume_error_m3,max_abs_volume_error_m3,mean_abs_area_error_0p03_m2,mean_abs_area_error_0p15_m2,global_peak_time_error_min
event67,prior_only,coupled_label,105527,7597944,4.617123126983643,20.426244735717773,3.5172152519226074,0.9214269314790104,0.811834522246758,9.072845458984375,-4.767179489135742,4.767179489135742,82.18040466308594,1139.8162841796875,256841.21085450612,256841.21085450612,4.617123126983643,1907,150320.81064102842,261148.35671178438,627566.6666666666,519283.3333333333,0.0
event67,prior_only,mike_external,105527,7597944,24.444438934326172,70.30707550048828,-3.2628142833709717,0.7073276856853085,0.47278937672704946,40.05006790161133,395.7865238189697,395.7865238189697,632.92529296875,1341.1600589752197,144696.55305519747,144696.55305519747,24.444438934326172,1907,198009.3416207144,541121.1845101283,1549522.2222222222,404877.77777777775,160.0
event67,dynamic_no_prior,coupled_label,105527,7597944,6.8253254890441895,24.104564666748047,-0.4372425079345703,0.894253118321002,0.73964689746553,10.523144721984863,-7.707118988037109,7.707118988037109,141.3350830078125,1139.8162841796875,62267.468614417594,62267.468614417594,6.8253254890441895,1907,35298.92568800874,93302.59461931139,492705.55555555556,222283.33333333334,0.0
event67,dynamic_no_prior,mike_external,105527,7597944,25.86100196838379,77.7518539428711,-7.2172722816467285,0.7048160106998834,0.3706832640384712,44.04048156738281,392.84658432006836,392.84658432006836,697.326171875,1341.1600589752197,-49877.18918489106,49877.18918489106,25.86100196838379,1907,344561.63758651726,707624.0650394221,1457972.2222222222,1134666.6666666667,160.0
event67,hybrid_dynamic,coupled_label,105527,7597944,2.573761224746704,12.299901008605957,0.4906499981880188,0.938063364673088,0.9231445326001726,5.312256813049316,-9.140729904174805,9.140729904174805,84.75958251953125,1139.8162841796875,47922.07941596862,47922.07941596862,2.573761224746704,1907,23694.810229499235,59492.86354252533,361111.1111111111,17477.777777777777,0.0
event67,hybrid_dynamic,mike_external,105527,7597944,26.818967819213867,78.984619140625,-6.289379119873047,0.6866749366360883,0.3725057338755186,43.83146667480469,391.41297340393066,391.41297340393066,645.46630859375,1341.1600589752197,-64222.578383340035,64222.578383340035,26.818967819213867,1907,303633.532774051,628406.0292766034,1315277.7777777778,921294.4444444445,160.0
event67,hybrid_mask,coupled_label,105527,7597944,2.5500009059906006,12.094609260559082,0.4937843084335327,0.9399428265350086,0.9235670802142839,5.246708869934082,-5.723714828491211,5.723714828491211,85.48209381103516,1139.8162841796875,48622.62454805081,48622.62454805081,2.5500009059906006,1907,23986.721551097333,58379.14037064416,341394.44444444444,17400.0,0.0
event67,hybrid_mask,mike_external,105527,7597944,26.83367347717285,79.06139373779297,-6.286245346069336,0.6856321378555694,0.372982823653349,43.91889953613281,394.82998847961426,394.82998847961426,654.936279296875,1341.1600589752197,-63522.033251257846,63522.033251257846,26.83367347717285,1907,303782.9509404506,628417.3102510201,1296150.0,919161.1111111111,160.0
event67,hybrid_hydraulic,coupled_label,105527,7597944,2.555575132369995,12.064631462097168,0.5333048105239868,0.9385131056264747,0.9242339282893698,5.2428412437438965,-4.532814025878906,4.532814025878906,84.25498962402344,1139.8162841796875,49901.552602203796,49901.552602203796,2.555575132369995,1907,25465.39486844498,60023.60501909861,367961.1111111111,16177.777777777777,0.0
event67,hybrid_hydraulic,mike_external,105527,7597944,26.79552459716797,78.89883422851562,-6.246724605560303,0.6875082230908636,0.3733811991476172,43.891700744628906,396.02088928222656,396.02088928222656,657.1676635742188,1341.1600589752197,-62243.10519710486,62243.10519710486,26.79552459716797,1907,301929.5840680775,627745.0542977455,1317205.5555555555,916705.5555555555,160.0
event67,hybrid_all,coupled_label,105527,7597944,2.559483528137207,12.107062339782715,0.4973733425140381,0.9396539037191768,0.9246412783356026,5.257658004760742,-9.660720825195312,9.660720825195312,86.70330047607422,1139.8162841796875,49482.84399088635,49482.84399088635,2.559483528137207,1907,24153.385910070054,56802.64370036102,354988.8888888889,15755.555555555555,0.0
event67,hybrid_all,mike_external,105527,7597944,26.813098907470703,78.95893096923828,-6.282655715942383,0.6866724889346841,0.3728420088935391,43.9182243347168,390.89298248291016,390.89298248291016,657.1909790039062,1341.1600589752197,-62661.8138084223,62661.8138084223,26.813098907470703,1907,303539.68073745776,630864.6090887166,1311011.111111111,920283.3333333334,160.0
event68,surface_matched,coupled_label,105527,7597944,11.913520812988281,50.05826950073242,10.10129165649414,0.8842592644282353,0.6255457330561885,20.495500564575195,3.1342506408691406,3.1342506408691406,72.86897277832031,1125.7414817810059,856686.1318184894,856686.1318184894,11.913520812988281,1907,426383.56690574676,856686.1318184894,727066.6666666666,1294411.111111111,0.0
event68,surface_matched,mike_external,105527,7597944,18.43962287902832,51.23543167114258,6.52565860748291,0.7256046880685941,0.567833056101618,27.025157928466797,976.3236045837402,976.3236045837402,274.5127258300781,1185.1462125778198,940952.1288161378,940952.1288161378,18.43962287902832,1907,339040.7592388777,940952.1288161378,1724750.0,888477.7777777778,165.0
event68,prior_only,coupled_label,105527,7597944,3.637369394302368,15.21489429473877,2.583423376083374,0.9262993604900962,0.8677670325099496,6.57474946975708,-3.080606460571289,3.080606460571289,49.39063262939453,1125.7414817810059,182266.89348110463,182266.89348110463,3.637369394302368,1907,111330.0039654616,194079.16710479418,521488.8888888889,291722.22222222225,0.0
event68,prior_only,mike_external,105527,7597944,21.60282325744629,60.51974868774414,-0.99220871925354,0.7087662800954753,0.4255886885912113,34.278568267822266,970.1087474822998,970.1087474822998,493.25738525390625,1185.1462125778198,266532.890478753,266532.890478753,21.60282325744629,1907,158520.17355639694,426333.1665233413,1494416.6666666667,493244.44444444444,165.0
event68,dynamic_no_prior,coupled_label,105527,7597944,6.330007076263428,22.73891258239746,-0.45946428179740906,0.8949288622404945,0.7386174536923371,9.431540489196777,-24.898529052734375,24.898529052734375,116.37278747558594,1125.7414817810059,6959.5704111410305,6959.5704111410305,6.330007076263428,1907,22756.744504287322,64165.46366353659,442555.55555555556,239605.55555555556,0.0
event68,dynamic_no_prior,mike_external,105527,7597944,22.322038650512695,64.07626342773438,-4.035096645355225,0.7122904936955403,0.365747411498144,36.68340301513672,948.2908248901367,948.2908248901367,508.6895751953125,1185.1462125778198,91225.56740878941,91225.56740878941,22.322038650512695,1907,220079.37330277145,546856.4657562422,1455427.7777777778,979994.4444444445,165.0
event68,hybrid_dynamic,coupled_label,105527,7597944,2.0478949546813965,9.771090507507324,-0.27078190445899963,0.9472567751302367,0.9342868470902657,3.0899507999420166,-2.089262008666992,2.089262008666992,52.29384994506836,1125.7414817810059,-1580.2724246657453,1580.2724246657453,2.0478951930999756,1907,11976.228261211574,36004.319522760576,175466.66666666666,75894.44444444444,0.0
event68,hybrid_dynamic,mike_external,105527,7597944,23.747175216674805,68.16083526611328,-3.8464136123657227,0.681993028790121,0.35868332763815974,37.82245635986328,971.1000919342041,971.1000919342041,494.5521240234375,1185.1462125778198,82685.72457298264,82685.72457298264,23.747175216674805,1907,209088.52948650418,502481.5432348903,1175027.7777777778,818494.4444444445,165.0
event68,hybrid_mask,coupled_label,105527,7597944,2.0308663845062256,9.623950958251953,-0.2246769219636917,0.9471567451914514,0.9353600938327975,3.1005539894104004,-2.0935535430908203,2.0935535430908203,60.65702438354492,1125.7414817810059,3221.761622655671,3221.761622655671,2.0308663845062256,1907,10504.112445434974,27897.626874688314,158016.66666666666,65677.77777777778,0.0
