event,step,time_h,raw_m3,active_direct_m3,inactive_reassigned_m3,injected_reconstructed_m3,roundoff_m3
event1,41,3.4166666666666665,18096.88976407051,8640.021658444404,9456.868105626107,18096.89002506733,0.0002609968178148847
event1,42,3.5,22118.420898914337,10560.02653862238,11558.394360291959,22118.420532214644,-0.00036669969449576456
event1,43,3.5833333333333335,10053.82764339447,4800.012041044235,5253.815602350235,10053.827581441403,-6.195306741574313e-05
event1,44,3.6666666666666665,10053.82764339447,4800.012041044235,5253.815602350235,10053.827581441403,-6.195306741574313e-05
event1,45,3.75,6032.296594232321,2880.0072349905968,3152.289359241724,6032.2967471659185,0.0001529335977465962
event1,46,3.8333333333333335,4021.53105661273,1920.004810614884,2101.526245997846,4021.5310225963594,-3.401637104616384e-05
event1,47,3.9166666666666665,4021.53105661273,1920.004810614884,2101.526245997846,4021.5310225963594,-3.401637104616384e-05
event1,48,4.0,12064.593188464642,5760.0144699811935,6304.578718483448,12064.593494331837,0.0003058671954931924
event1,49,4.083333333333333,10053.82764339447,4800.012041044235,5253.815602350235,10053.827581441403,-6.195306741574313e-05
event1,50,4.166666666666667,8043.06211322546,3840.009621229768,4203.052491995692,8043.062045192719,-6.803274209232768e-05
event1,51,4.25,4021.53105661273,1920.004810614884,2101.526245997846,4021.5310225963594,-3.401637104616384e-05
event1,52,4.333333333333333,2010.765528306365,960.002405307442,1050.763122998923,2010.7655112981797,-1.700818552308192e-05
event1,53,4.416666666666667,6032.296594232321,2880.0072349905968,3152.289359241724,6032.2967471659185,0.0001529335977465962
event1,54,4.5,6.846021114048385e-11,3.26850478049102e-11,3.5775163335573647e-11,6.84602114308891e-11,2.904052511360157e-19
event1,55,4.583333333333333,2010.765528306365,960.002405307442,1050.763122998923,2010.7655112981797,-1.700818552308192e-05
event1,56,4.666666666666667,2010.765528306365,960.002405307442,1050.763122998923,2010.7655112981797,-1.700818552308192e-05
event1,57,4.75,0.0,0.0,0.0,0.0,0.0
event1,58,4.833333333333333,2010.765528306365,960.002405307442,1050.763122998923,2010.7655112981797,-1.700818552308192e-05
event1,59,4.916666666666667,0.0,0.0,0.0,0.0,0.0
event1,60,5.0,2010.765528306365,960.002405307442,1050.763122998923,2010.7655112981797,-1.700818552308192e-05
event1,61,5.083333333333333,0.0,0.0,0.0,0.0,0.0
event1,62,5.166666666666667,2010.765528306365,960.002405307442,1050.763122998923,2010.7655112981797,-1.700818552308192e-05
event1,63,5.25,2010.765528306365,960.002405307442,1050.763122998923,2010.7655112981797,-1.700818552308192e-05
event1,64,5.333333333333333,0.0,0.0,0.0,0.0,0.0
event1,65,5.416666666666667,0.0,0.0,0.0,0.0,0.0
event1,66,5.5,2010.765528306365,960.002405307442,1050.763122998923,2010.7655112981797,-1.700818552308192e-05
event1,67,5.583333333333333,0.0,0.0,0.0,0.0,0.0
event1,68,5.666666666666667,0.0,0.0,0.0,0.0,0.0
event1,69,5.75,0.0,0.0,0.0,0.0,0.0
event1,70,5.833333333333333,0.0,0.0,0.0,0.0,0.0
event1,71,5.916666666666667,0.0,0.0,0.0,0.0,0.0
event1,72,6.0,0.0,0.0,0.0,0.0,0.0
event20,1,0.08333333333333333,1703.9179112762213,802.9518553353846,900.9660559408367,1703.9179434195162,3.214329490219825e-05
event20,2,0.16666666666666666,0.0,0.0,0.0,0.0,0.0
event20,3,0.25,0.0,0.0,0.0,0.0,0.0
event20,4,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
event20,5,0.4166666666666667,0.0,0.0,0.0,0.0,0.0
event20,6,0.5,3407.8358225524426,1605.9037106707692,1801.9321118816733,3407.8358868390324,6.42865898043965e-05
event20,7,0.5833333333333334,17607.151716947556,8297.169135552645,9309.982581394912,17607.15210003853,0.000383090971808997
event20,8,0.6666666666666666,31806.467711925507,14988.434616267681,16818.033095657825,31806.467490005496,-0.00022192001051735133
event20,9,0.75,46005.783438682556,21679.700062680247,24326.083376002312,46005.783547067644,0.00010838508387678303
event20,10,0.8333333333333334,95419.40355300903,44965.30385372639,50454.09969928265,95419.40206623077,-0.0014867782665533014
event20,11,0.9166666666666666,165280.0372838974,77886.32995758057,87393.70732631684,165280.0357618332,-0.0015220642235362902
event20,12,1.0,22150.932893157005,10438.374175906181,11712.558717250824,22150.93332974911,0.0004365921049611643
event20,13,1.0833333333333333,1703.9179112762213,802.9518553353846,900.9660559408367,1703.9179434195162,3.214329490219825e-05
event20,14,1.1666666666666667,6815.671645104885,3211.8074213415384,3603.8642237633467,6815.671773678065,0.000128573179608793
event20,15,1.25,11927.42544412613,5620.662981715799,6306.762462410331,11927.425258278847,-0.00018584728331916267
event20,16,1.3333333333333333,35782.276064157486,16861.988883137703,18920.287181019783,35782.276058602336,-5.555149982683361e-06
event20,17,1.4166666666666667,11927.42544412613,5620.662981715799,6306.762462410331,11927.425258278847,-0.00018584728331916267
event20,18,1.5,5111.753728240728,2408.8555574804545,2702.8981707602743,5111.753698086739,-3.0153989882819587e-05
event20,19,1.5833333333333333,15335.261166095734,7226.566703653336,8108.694462442399,15335.26126714945,0.00010105371529789409
event20,20,1.6666666666666667,28966.604486107826,13650.18151268959,15316.422973418237,28966.604022192958,-0.00046391487012442667
event20,21,1.75,5111.753728240728,2408.8555574804545,2702.8981707602743,5111.753698086739,-3.0153989882819587e-05
event20,22,1.8333333333333333,15335.261166095734,7226.566703653336,8108.694462442399,15335.26126714945,0.00010105371529789409
event20,23,1.9166666666666667,22150.932893157005,10438.374175906181,11712.558717250824,22150.93332974911,0.0004365921049611643
event20,24,2.0,40894.02982592583,19270.844459843636,21623.185366082194,40894.02958469391,-0.0002412319190625567
event20,25,2.0833333333333335,17039.179131388664,8029.51854082942,9009.660590559244,17039.178880810738,-0.0002505779266357422
event20,26,2.1666666666666665,5111.753728240728,2408.8555574804545,2702.8981707602743,5111.753698086739,-3.0153989882819587e-05
event20,27,2.25,8519.589565694332,4014.75927041471,4504.830295279622,8519.589440405369,-0.0001252889633178711
event20,28,2.3333333333333335,1703.9179112762213,802.9518553353846,900.9660559408367,1703.9179434195162,3.214329490219825e-05
event20,29,2.4166666666666665,0.0,0.0,0.0,0.0,0.0
event20,30,2.5,0.0,0.0,0.0,0.0,0.0
event20,31,2.5833333333333335,1703.9179112762213,802.9518553353846,900.9660559408367,1703.9179434195162,3.214329490219825e-05
event20,32,2.6666666666666665,0.0,0.0,0.0,0.0,0.0
event20,33,2.75,0.0,0.0,0.0,0.0,0.0
event20,34,2.8333333333333335,0.0,0.0,0.0,0.0,0.0
event20,35,2.9166666666666665,0.0,0.0,0.0,0.0,0.0
event20,36,3.0,0.0,0.0,0.0,0.0,0.0
event20,37,3.0833333333333335,9371.548503637314,4416.235204017163,4955.313299620152,9371.548621982336,0.00011834502129204338
event20,38,3.1666666666666665,18743.097007274628,8832.470408034325,9910.626599240304,18743.097243964672,0.00023669004258408677
event20,39,3.25,46005.783438682556,21679.700062680247,24326.083376002312,46005.783547067644,0.00010838508387678303
event20,40,3.3333333333333335,0.0,0.0,0.0,0.0,0.0
event20,41,3.4166666666666665,51117.53731966019,24088.55562345982,27028.98169620037,51117.53726730347,-5.235671778791584e-05
event20,42,3.5,102235.07463932037,48177.11124691964,54057.96339240074,102235.07453460695,-0.00010471343557583168
event20,43,3.5833333333333335,231732.8358888626,109201.45210151673,122531.3837873459,231732.83217754366,-0.0037113189609954134
event20,44,3.6666666666666665,63044.96282339096,29709.218716692925,33335.74410669804,63044.96211605072,-0.0007073402375681326
event20,45,3.75,66452.79860496521,31315.122313046457,35137.67629191875,66452.7985244751,-8.049010648392141e-05
event20,46,3.8333333333333335,83491.97727441788,39344.64066889286,44147.33660552502,83491.97618813516,-0.0010862827257369645
event20,47,3.9166666666666665,100531.15665912628,47374.15927743912,53156.997381687164,100531.15732822419,0.0006690979062113911
event20,48,4.0,107346.82840108871,50585.96669814587,56760.86170294285,107346.82608251572,-0.0023185730024124496
event20,49,4.083333333333333,8519.589565694332,4014.75927041471,4504.830295279622,8519.589440405369,-0.0001252889633178711
event20,50,4.166666666666667,11927.42544412613,5620.662981715799,6306.762462410331,11927.425258278847,-0.00018584728331916267
event20,51,4.25,6815.671645104885,3211.8074213415384,3603.8642237633467,6815.671773678065,0.000128573179608793
event20,52,4.333333333333333,1703.9179112762213,802.9518553353846,900.9660559408367,1703.9179434195162,3.214329490219825e-05
event20,53,4.416666666666667,0.0,0.0,0.0,0.0,0.0
event20,54,4.5,3407.8358225524426,1605.9037106707692,1801.9321118816733,3407.8358868390324,6.42865898043965e-05
event20,55,4.583333333333333,25558.768659830093,12044.27781172991,13514.490848100186,25558.768633651736,-2.617835889395792e-05
event20,56,4.666666666666667,47709.70177650452,22482.651926863196,25227.049849641324,47709.70103311539,-0.0007433891332766507
event20,57,4.75,1703.9179112762213,802.9518553353846,900.9660559408367,1703.9179434195162,3.214329490219825e-05
event20,58,4.833333333333333,13631.34329020977,6423.614842683077,7207.728447526693,13631.34354735613,0.000257146359217586
event20,59,4.916666666666667,3407.8358225524426,1605.9037106707692,1801.9321118816733,3407.8358868390324,6.42865898043965e-05
event20,60,5.0,3407.8358225524426,1605.9037106707692,1801.9321118816733,3407.8358868390324,6.42865898043965e-05
event20,61,5.083333333333333,17039.179131388664,8029.51854082942,9009.660590559244,17039.178880810738,-0.0002505779266357422
event20,62,5.166666666666667,13631.34329020977,6423.614842683077,7207.728447526693,13631.34354735613,0.000257146359217586
event20,63,5.25,0.0,0.0,0.0,0.0,0.0
event20,64,5.333333333333333,0.0,0.0,0.0,0.0,0.0
event20,65,5.416666666666667,0.0,0.0,0.0,0.0,0.0
event20,66,5.5,0.0,0.0,0.0,0.0,0.0
event20,67,5.583333333333333,1135.9452735632658,535.3012345258147,600.6440390374512,1135.9452834054828,9.84221685484954e-06
event20,68,5.666666666666667,2271.8905471265316,1070.6024690516294,1201.2880780749024,2271.8905668109655,1.968443370969908e-05
event20,69,5.75,3407.8358225524426,1605.9037106707692,1801.9321118816733,3407.8358868390324,6.42865898043965e-05
event20,70,5.833333333333333,3194.8460824787617,1505.5347264662387,1689.3113560125232,3194.846079206467,-3.27229486174474e-06
event20,71,5.916666666666667,2981.8563610315323,1405.1657454289498,1576.6906156025827,2981.8563145697117,-4.646182082979067e-05
event20,72,6.0,2768.8666116446257,1304.7967719882727,1464.069839656353,2768.866666218639,5.457401312014554e-05
event65,1,0.08333333333333333,364.7342287003994,174.97909693876284,189.7551317616366,364.73422645162793,-2.2487714943508763e-06
event65,2,0.16666666666666666,1823.6711425706744,874.8954873155803,948.7756552550942,1823.6711814165117,3.884583713897882e-05
event65,3,0.25,4741.544986143708,2274.7282765880227,2466.8167095556855,4741.544954898954,-3.1244754609360825e-05
event65,4,0.3333333333333333,25166.661649942398,12073.557738661766,13093.103911280632,25166.661938762667,0.0002888202689064201
event65,5,0.4166666666666667,69299.50341582298,33246.02857208252,36053.47484374046,69299.50408744812,0.0006716251373291016
event65,6,0.5,131304.32212352753,62992.47531561852,68311.84680790901,131304.32238006592,0.00025653839111328125
event65,7,0.5833333333333334,213369.5240020752,102362.77221827507,111006.75178380014,213369.52553806306,0.0015359878452727571
event65,8,0.6666666666666666,151364.70556259155,72616.32585844994,78748.37970414163,151364.70594120026,0.000378608689061366
event65,9,0.75,218840.5373096466,104987.45863904954,113853.07867059708,218840.53840904238,0.001099395754863508
event65,10,0.8333333333333334,182731.84835910797,87664.52781014443,95067.32054896356,182731.85155744554,0.0031983375520212576
event65,11,0.9166666666666666,116714.95312452316,55993.31118819714,60721.64193632603,116714.95561065675,0.0024861335768946446
event65,12,1.0,72217.37703680992,34645.86125030518,37571.515786504744,72217.37624368668,-0.0007931232394184917
event65,13,1.0833333333333333,35743.9543902874,17147.95160639286,18596.00278389454,35743.95423042774,-0.00015985965728759766
event65,14,1.1666666666666667,18966.179944574833,9098.91310635209,9867.266838222742,18966.179819595814,-0.0001249790184374433
event65,15,1.25,20425.11686682701,9798.829502677918,10626.287364149095,20425.116668355466,-0.00019847154726448935
event65,16,1.3333333333333333,13130.4322630167,6299.247515317798,6831.184747698903,13130.432012820245,-0.00025019645636348287
event65,17,1.4166666666666667,7294.684570282698,3499.5819492623214,3795.102621020377,7294.684725666047,0.0001553833485559153
event65,18,1.5,7659.418802708387,3674.5610517799855,3984.8577509284023,7659.418756276369,-4.643201873477665e-05
event65,19,1.5833333333333333,8388.88730108738,4024.519257450104,4364.368043637276,8388.88716033101,-0.00014075636863708496
event65,20,1.6666666666666667,5106.279216706753,2449.7073756694795,2656.5718410372738,5106.279167088866,-4.9617886816122336e-05
event65,21,1.75,3647.342285141349,1749.7909746311607,1897.5513105101884,3647.3423628330233,7.769167427795765e-05
event65,22,1.8333333333333333,3282.608065754175,1574.8118788294496,1707.7961869247258,3282.6080032050613,-6.254911409087072e-05
event65,23,1.9166666666666667,2188.405371271074,1049.8745859272778,1138.530785343796,2188.405367024243,-4.246830940246582e-06
event65,24,2.0,3647.342285141349,1749.7909746311607,1897.5513105101884,3647.3423628330233,7.769167427795765e-05
event65,25,2.0833333333333335,3282.608065754175,1574.8118788294496,1707.7961869247258,3282.6080032050613,-6.254911409087072e-05
event65,26,2.1666666666666665,2188.405371271074,1049.8745859272778,1138.530785343796,2188.405367024243,-4.246830940246582e-06
event65,27,2.25,3282.608065754175,1574.8118788294496,1707.7961869247258,3282.6080032050613,-6.254911409087072e-05
event65,28,2.3333333333333335,4012.0765063911676,1924.7700717791915,2087.3064346119763,4012.0765507578853,4.436671770235989e-05
event65,29,2.4166666666666665,15318.837605416775,7349.122103559971,7969.715501856805,15318.837512552738,-9.28640374695533e-05
event65,30,2.5,22248.788103461266,10673.725021481514,11575.063081979752,22248.788130390647,2.692938141990453e-05
event65,31,2.5833333333333335,12036.229640245438,5774.310267978907,6261.919372266531,12036.229917943478,0.0002776980390990502
event65,32,2.6666666666666665,21519.319459795952,10323.766764581203,11195.552695214748,21519.319107663632,-0.000352132319676457
event65,33,2.75,15318.837605416775,7349.122103559971,7969.715501856805,15318.837512552738,-9.28640374695533e-05
event65,34,2.8333333333333335,32096.61205112934,15398.160574233532,16698.45147689581,32096.612406063083,0.00035493374161887914
event65,35,2.9166666666666665,53615.931779146194,25721.927451348307,27894.00432779789,53615.93103413582,-0.0007450103767041583
event65,36,3.0,34285.01746058464,16448.035160779953,17836.982299804688,34285.01800689697,0.0005463123306981288
event65,37,3.0833333333333335,32826.08053088188,15748.11882890463,17077.961701977252,32826.08059501648,6.413459777832031e-05
event65,38,3.1666666666666665,26990.333020687103,12948.453248268366,14041.879772418739,26990.333358573916,0.000337886811394128
event65,39,3.25,3647.342285141349,1749.7909746311607,1897.5513105101884,3647.3423628330233,7.769167427795765e-05
event65,40,3.3333333333333335,3647.342285141349,1749.7909746311607,1897.5513105101884,3647.3423628330233,7.769167427795765e-05
event65,41,3.4166666666666665,3282.608065754175,1574.8118788294496,1707.7961869247258,3282.6080032050613,-6.254911409087072e-05
event65,42,3.5,2188.405371271074,1049.8745859272778,1138.530785343796,2188.405367024243,-4.246830940246582e-06
event65,43,3.5833333333333335,7294.684570282698,3499.5819492623214,3795.102621020377,7294.684725666047,0.0001553833485559153
event65,44,3.6666666666666665,18236.711464822292,8748.954926514625,9487.756538307667,18236.711702084544,0.0002372622511757072
event65,45,3.75,3282.608065754175,1574.8118788294496,1707.7961869247258,3282.6080032050613,-6.254911409087072e-05
event65,46,3.8333333333333335,2917.873829603195,1399.8327755101027,1518.0410540930927,2917.8738116130235,-1.799017195480701e-05
event65,47,3.9166666666666665,13130.4322630167,6299.247515317798,6831.184747698903,13130.432012820245,-0.00025019645636348287
event65,48,4.0,30637.67521083355,14698.244207119942,15939.43100371361,30637.675025105476,-0.0001857280749391066
event65,49,4.083333333333333,6565.21613150835,3149.623757658899,3415.5923738494516,6565.216006410123,-0.00012509822818174143
event65,50,4.166666666666667,4012.0765063911676,1924.7700717791915,2087.3064346119763,4012.0765507578853,4.436671770235989e-05
event65,51,4.25,6200.4818841814995,2974.6446785539392,3225.8372056275607,6200.4819536685945,6.948709460630198e-05
event65,52,4.333333333333333,24072.459280490875,11548.620535957814,12523.838744533063,24072.459835886955,0.0005553960781981004
event65,53,4.416666666666667,79876.79612636566,38320.42241382599,41556.37371253967,79876.79735746385,0.0012310981837799773
event65,54,4.5,59086.94514632225,28346.613900220396,30740.331246101858,59086.946081829075,0.0009355068214063067
event65,55,4.583333333333333,40120.76513469219,19247.70072250366,20873.06441218853,40120.765380692486,0.00024600029428256676
event65,56,4.666666666666667,34649.75170791149,16623.01428604126,18026.73742187023,34649.75204372406,0.0003358125686645508
event65,57,4.75,17871.9771951437,8573.97580319643,9298.00139194727,17871.97711521387,-7.992982864379883e-05
event65,58,4.833333333333333,36838.15711736679,17672.888945615294,19165.2681717515,36838.15747010708,0.0003527402841427829
event65,59,4.916666666666667,29543.472573161125,14173.306950110198,15370.165623050929,29543.473040914538,0.00046775341070315335
event65,60,5.0,22978.256508708,11023.68322739005,11954.57328131795,22978.256609022617,0.00010031461715698242
event65,61,5.083333333333333,21519.319459795952,10323.766764581203,11195.552695214748,21519.319107663632,-0.000352132319676457
event65,62,5.166666666666667,24801.927536725998,11898.578714215757,12903.348822510243,24801.927814674378,0.0002779483784252079
event65,63,5.25,14224.634937942028,6824.184850424528,7400.4500875175,14224.634839236736,-9.870529174804688e-05
event65,64,5.333333333333333,12036.229640245438,5774.310267978907,6261.919372266531,12036.229917943478,0.0002776980390990502
event65,65,5.416666666666667,9118.355732411146,4374.477463257313,4743.878269153834,9118.355851042272,0.0001186311255878536
event65,66,5.5,8024.153012782335,3849.540143558383,4174.612869223953,8024.153101515771,8.873343540471978e-05
event65,67,5.583333333333333,3282.608065754175,1574.8118788294496,1707.7961869247258,3282.6080032050613,-6.254911409087072e-05
event65,68,5.666666666666667,1823.6711425706744,874.8954873155803,948.7756552550942,1823.6711814165117,3.884583713897882e-05
event65,69,5.75,2917.873829603195,1399.8327755101027,1518.0410540930927,2917.8738116130235,-1.799017195480701e-05
event65,70,5.833333333333333,8024.153012782335,3849.540143558383,4174.612869223953,8024.153101515771,8.873343540471978e-05
event65,71,5.916666666666667,9483.089972287416,4549.456553176045,4933.633419111371,9483.089909797907,-6.248950921872165e-05
event65,72,6.0,4012.0765063911676,1924.7700717791915,2087.3064346119763,4012.0765507578853,4.436671770235989e-05
event66,1,0.08333333333333333,388.25612887740135,184.44825162924826,203.8078772481531,388.2561339966953,5.119293973621097e-06
event66,2,0.16666666666666666,1941.2806406617165,922.2412574820221,1019.0393831796945,1941.280626796186,-1.3865530604562082e-05
event66,3,0.25,5047.329660505056,2397.827263726294,2649.5023967787624,5047.329657512903,-2.992152985825669e-06
event66,4,0.3333333333333333,26789.672791957855,12726.929343891145,14062.743448066713,26789.67302618027,0.00023422241247317288
event66,5,0.4166666666666667,73768.66447925568,35045.16776778698,38723.496711468695,73768.66521334648,0.0007340908050537109
event66,6,0.5,139772.20594882965,66401.37035069466,73370.835598135,139772.20864372255,0.0026948928862111643
event66,7,0.5833333333333334,227129.8348903656,107902.22690820694,119227.60798215866,227129.83060340883,-0.004286956769647077
event66,8,0.6666666666666666,161126.29354000092,76546.02463026046,84580.26890974045,161126.29371147158,0.00017147065955214202
event66,9,0.75,232953.67813110352,110668.95117931366,122284.72695178987,232953.67745323182,-0.0006778717070119455
event66,10,0.8333333333333334,194516.32022857666,92408.57399044037,102107.7462381363,194516.31870098115,-0.0015275955229299143
event66,11,0.9166666666666666,124241.96100234985,59023.440478849414,65218.52052350045,124241.9601149559,-0.0008873939586919732
event66,12,1.0,76874.71330165863,36520.75369977951,40353.95960187912,76874.71377696992,0.00047531128802802414
event66,13,1.0833333333333333,38049.10060763359,18075.92862318754,19973.17198444605,38049.10071976185,0.00011212826211703941
event66,14,1.1666666666666667,20189.318642020226,9591.309054905176,10598.00958711505,20189.318630051614,-1.1968611943302676e-05
event66,15,1.25,21742.343246936798,10329.102099090815,11413.241147845984,21742.34300980568,-0.00023713111659162678
event66,16,1.3333333333333333,13977.22053527832,6640.137017601729,7337.083517676592,13977.220564687253,2.9408932277874555e-05
event66,17,1.4166666666666667,7765.122562646866,3688.9650299280884,4076.157532718778,7765.122507184744,-5.546212241824833e-05
event66,18,1.5,8153.378717601299,3873.4132926732304,4279.965424928069,8153.378631967306,-8.563399296690477e-05
event66,19,1.5833333333333333,8929.89096045494,4242.309778365493,4687.581182089448,8929.891097468138,0.0001370131976727862
event66,20,1.6666666666666667,5435.5858117341995,2582.2755247727036,2853.310286961496,5435.58575245142,-5.9282779147906695e-05
event66,21,1.75,3882.561281323433,1844.4825149640442,2038.078766359389,3882.561253592372,-2.7731061209124164e-05
event66,22,1.8333333333333333,3494.30513381958,1660.0342544004322,1834.270879419148,3494.3051411718134,7.352233069468639e-06
event66,23,1.9166666666666667,2329.5367658138275,1106.689507843554,1222.8472579702736,2329.5368046075105,3.879368273373984e-05
event66,24,2.0,3882.561281323433,1844.4825149640442,2038.078766359389,3882.561253592372,-2.7731061209124164e-05
event66,25,2.0833333333333335,3494.30513381958,1660.0342544004322,1834.270879419148,3494.3051411718134,7.352233069468639e-06
event66,26,2.1666666666666665,2329.5367658138275,1106.689507843554,1222.8472579702736,2329.5368046075105,3.879368273373984e-05
event66,27,2.25,3494.30513381958,1660.0342544004322,1834.270879419148,3494.3051411718134,7.352233069468639e-06
event66,28,2.3333333333333335,4270.817413926125,2028.9307660594584,2241.8866478666664,4270.817325228453,-8.869767179930932e-05
event66,29,2.4166666666666665,16306.757435202599,7746.826585346461,8559.930849856139,16306.757263934613,-0.00017126798593380954
event66,30,2.5,23683.623984456062,11251.343400722742,12432.280583733322,23683.624258756638,0.00027430057343735825
event66,31,2.5833333333333335,12812.452226877213,6086.792298263312,6725.659928613902,12812.452368855476,0.00014197826294548577
event66,32,2.6666666666666665,22907.11160004139,10882.446851611137,12024.664748430252,22907.11104106903,-0.0005589723587036133
event66,33,2.75,16306.757435202599,7746.826585346461,8559.930849856139,16306.757263934613,-0.00017126798593380954
event66,34,2.8333333333333335,34166.539311409,16231.446128475667,17935.09318293333,34166.538601827626,-0.0007095813743944746
event66,35,2.9166666666666665,57073.650777339935,27113.89297142029,29959.75780591965,57073.65114440918,0.00036706924220197834
event66,36,3.0,36496.07613682747,17338.135664522648,19157.94047230482,36496.076631569864,0.0004947423949488439
event66,37,3.0833333333333335,34943.05148720741,16600.342587673666,18342.70889953375,34943.05216093064,0.0006737232215527911
event66,38,3.1666666666666665,28730.953454971313,13649.170586133005,15081.78286883831,28730.953581261638,0.0001262903224414913
event66,39,3.25,3882.561281323433,1844.4825149640442,2038.078766359389,3882.561253592372,-2.7731061209124164e-05
event66,40,3.3333333333333335,3882.561281323433,1844.4825149640442,2038.078766359389,3882.561253592372,-2.7731061209124164e-05
event66,41,3.4166666666666665,3494.30513381958,1660.0342544004322,1834.270879419148,3494.3051411718134,7.352233069468639e-06
event66,42,3.5,2329.5367658138275,1106.689507843554,1222.8472579702736,2329.5368046075105,3.879368273373984e-05
event66,43,3.5833333333333335,7765.122562646866,3688.9650299280884,4076.157532718778,7765.122507184744,-5.546212241824833e-05
event66,44,3.6666666666666665,19412.806406617165,9222.412601161004,10190.393805456162,19412.80656554699,0.00015892982446530368
event66,45,3.75,3494.30513381958,1660.0342544004322,1834.270879419148,3494.3051411718134,7.352233069468639e-06
event66,46,3.8333333333333335,3106.049031019211,1475.586013033986,1630.4630179852247,3106.0490719735626,4.095435178896878e-05
event66,47,3.9166666666666665,13977.22053527832,6640.137017601729,7337.083517676592,13977.220564687253,2.9408932277874555e-05
