event,subset,n_cell_times,active_cell_time_pct,mae_mm,bias_mm,max_abs_error_mm,wrong_sign_pct
event1,net_negative_lt_minus5mm,654260,8.61101371634221,17.63309097290039,-4.115084171295166,1004.3993530273438,3.8108702962125154
event1,positive_gt5mm,241789,3.1822951050968524,7.202901363372803,-5.639542102813721,234.61962890625,6.436190231979122
event20,net_negative_lt_minus5mm,506889,6.6713968936859755,17.295278549194336,-6.001902103424072,521.2002563476562,8.904119047759963
event20,positive_gt5mm,119503,1.572833387558529,9.835638999938965,-5.983149528503418,266.02587890625,10.97461988401965
event65,net_negative_lt_minus5mm,782047,10.292876599248428,14.73000717163086,3.6041407585144043,723.9044189453125,1.7134520048027804
event65,positive_gt5mm,262475,3.4545529685399106,7.566878318786621,-4.707199573516846,304.66009521484375,8.222116392037337
event66,net_negative_lt_minus5mm,817217,10.755764980631602,14.89147663116455,3.636434316635132,855.2701416015625,1.562008621944967
event66,positive_gt5mm,275905,3.631311312639314,7.330359935760498,-4.4908270835876465,277.0807800292969,7.8313187510193725
event67,net_negative_lt_minus5mm,901804,11.869052996442194,17.144874572753906,6.311272144317627,1346.8597412109375,0.8119280908046539
event67,positive_gt5mm,327984,4.316746740960449,6.076767921447754,-4.532792091369629,265.5171203613281,4.561198107224743
event68,net_negative_lt_minus5mm,887449,11.680120306230211,12.832428932189941,1.0215444564819336,1618.5247802734375,0.37647233812872627
event68,positive_gt5mm,342616,4.509325154278578,6.36810302734375,-5.397876739501953,189.91741943359375,3.688093959418124
event69,net_negative_lt_minus5mm,847254,11.1510956121814,13.484895706176758,1.2359528541564941,1082.66650390625,0.33956759130083775
event69,positive_gt5mm,290348,3.8214022109138996,4.670828819274902,-2.586766242980957,211.17453002929688,2.514224310138179
event70,net_negative_lt_minus5mm,888206,11.690083527859642,12.960941314697266,1.734512448310852,1072.0374755859375,0.3265008342659248
event70,positive_gt5mm,326320,4.2948460794130625,5.650572299957275,-4.421494007110596,201.27719116210938,3.190120127482226
